380	0
400	0
401.584854	0
406.7436131	0
417.0611314	0
422.2198905	0
427.3786496	0
432.403415	0
437.6961679	0
442.854927	0
448.0136861	0
453.1724453	0
458.6125912	0
462.0830292	0
463.4899635	0
466.8509732	0.186485238
467.7889294	0.205271788
468.7268856	0.225884808
469.8211679	0.247802449
470.5916319	0.267427684
471.4625912	0.289345325
472.4005474	0.313946759
473.3385036	0.340561038
474.2764599	0.36678393
475.2144161	0.393300362
476.1523723	0.420306028
477.0903285	0.447507386
478.0282847	0.475491517
478.9662409	0.503573495
479.9041971	0.531655473
480.8421533	0.559443911
481.7801095	0.586449577
482.5840719	0.611847762
484.6408759	0.670343263
485.5319343	0.697729132
486.4698905	0.721771442
487.5120641	0.748124797
488.2676399	0.774739076
489.2837591	0.799713259
490.2998783	0.823140534
491.2378345	0.843753553
492.1757908	0.863322876
493.3873175	0.88419682
493.9735401	0.903687865
495.3804745	0.923726852
497.0218978	0.943883254
498.730318	0.962194549
501.0082117	0.981808601
504.7600365	0.995741959
508.7463504	0.985304987
511.1247393	0.965996589
512.5316736	0.949558358
514.1395985	0.931424119
515.5465328	0.913028955
516.9534672	0.893590095
518.3604015	0.872585689
519.7003389	0.848468828
520.705292	0.828116733
523.1841762	0.780591235
524.2561262	0.758673594
524.8088504	0.741927845
526.7238443	0.705463674
527.6618005	0.685763889
528.5997567	0.665933642
529.5377129	0.646233857
530.4756691	0.62640361
531.4136253	0.606181977
532.3515815	0.586482192
533.2895377	0.56691287
534.2274939	0.547474009
535.2436131	0.52663734
536.1815693	0.508700658
537.0413625	0.491505746
538.2333485	0.470305647
538.995438	0.45171479
539.9333942	0.437468324
541.0053441	0.419285627
541.9433003	0.400275428
543.685219	0.37709044
545.0921533	0.353868177
546.4990876	0.33155915
547.9060219	0.30977197
549.3129562	0.289550337
550.7198905	0.269589628
552.1268248	0.251194465
553.7347497	0.232091078
555.2086809	0.213080879
557.0510949	0.194769585
558.9270073	0.176374421
560.9853001	0.158087976
563.4492961	0.139388402
566.899635	0.119525539
575.1067518	0.072212254
580.2655109	0.05556054
585.4242701	0.040616693
590.5830292	0.030369484
595.7417883	0.022257111
600.9005474	0.01613725
606.0593066	0.012934997
611.2180657	0.009803905
616.3768248	0.007384425
621.5355839	0.005463074
626.6943431	0.004253334
631.8531022	0.003968689
637.0118613	0.002758949
642.1706204	0.002403143
645	0
650	0
