0.3	1.7	0
0.302200578	1.7	0.0112892
0.307085766	1.7	0.0122935
0.310837591	1.7	0.0136378
0.313885949	1.7	0.0151006
0.31599635	1.7	0.0163164
0.317872263	1.7	0.0176569
0.319513686	1.7	0.0189112
0.321121611	1.7	0.0201708
0.322405718	1.7	0.0213668
0.324437956	1.7	0.0227899
0.327017336	1.7	0.026434
0.328826251	1.7	0.0278311
0.330300182	1.7	0.0294941
0.331707117	1.7	0.0311177
0.333114051	1.7	0.0327541
0.334286496	1.7	0.0341795
0.335458942	1.7	0.0356576
0.336631387	1.7	0.0371321
0.337803832	1.7	0.0385635
0.338976277	1.7	0.0401314
0.340148723	1.7	0.0415538
0.341164842	1.7	0.042799
0.342102798	1.7	0.0441331
0.343040754	1.7	0.0455095
0.34397871	1.7	0.0468749
0.344916667	1.7	0.0482471
0.345854623	1.7	0.0495901
0.346714416	1.7	0.0510488
0.347652372	1.7	0.0525404
0.349059307	1.7	0.0541899
0.350466241	1.7	0.0558091
0.351873175	1.7	0.05733
0.353514599	1.7	0.0589508
0.355390511	1.7	0.0606957
0.357098931	1.7	0.0623112
0.359142336	1.7	0.0641678
0.361018248	1.7	0.0657679
0.362894161	1.7	0.0673388
0.364770073	1.7	0.069036
0.366177007	1.7	0.070286
0.37532208	1.7	0.0752108
0.380011861	1.7	0.0753711
0.383294708	1.7	0.0746281
0.385405109	1.7	0.0736616
0.387281022	1.7	0.0726029
0.389287206	1.7	0.0712765
0.392205292	1.7	0.0700599
0.394550182	1.7	0.0688198
0.396484717	1.7	0.0676754
0.398101017	1.7	0.0665874
0.399943431	1.7	0.065393
0.401584854	1.7	0.0642204
0.40339377	1.7	0.0624142
0.404867701	1.7	0.061078
0.406274635	1.7	0.0596699
0.407681569	1.7	0.0582117
0.409088504	1.7	0.05682
0.410495438	1.7	0.0555877
0.412136861	1.7	0.0542857
0.414012774	1.7	0.0530015
0.416064553	1.7	0.0518064
0.418702555	1.7	0.0504721
0.425268248	1.7	0.0388131
0.426206204	1.7	0.0374053
0.42737865	1.7	0.0358333
0.428863747	1.7	0.0340878
0.430192518	1.7	0.0326191
0.431599453	1.7	0.0308998
0.433006387	1.7	0.0291911
0.434413321	1.7	0.0276624
0.435820255	1.7	0.0262023
0.437461679	1.7	0.0245893
0.439337591	1.7	0.0228646
0.441213504	1.7	0.0212961
0.443792883	1.7	0.0199088
0.446137774	1.7	0.0184994
0.448482664	1.7	0.0169344
0.449811436	1.7	0.0155089
0.451531022	1.7	0.0139538
0.453172445	1.7	0.0122491
0.45457938	1.7	0.0106353
0.457080596	1.7	0.00880759
0.459894465	1.7	0.00573448
0.463958942	1.7	0
0.467476277	1.7	0
0.47662135	1.7	0
0.480842153	1.7	0
0.487407847	1.7	0
0.491722445	1.7	0
0.497725365	1.7	0
0.502884124	1.7	0
0.508042883	1.7	0
0.512498175	1.7	0
0.52117427	1.7	0
0.526333029	1.7	0
0.531491788	1.7	0
0.536650547	1.7	0
0.541809307	1.7	0
0.544857664	1.7	0
0.545	1.7	0
0.6	1.7	0
0.7	1.7	0
0.8	1.7	0
0.9	1.7	0
1	1.7	0
1.1	1.7	0
1.2	1.7	0
1.3	1.7	0
1.4	1.7	0
1.5	1.7	0
1.6	1.7	0
1.7	1.7	0
1.8	1.7	0
1.9	1.7	0
2	1.7	0
2.1	1.7	0
2.2	1.7	0
2.3	1.7	0
2.4	1.7	0
2.5	1.7	0
