Sim 2

Light Normalized Radiosity: 91.86454%
Light Absorptance (heat generated by Stokes shift, Quantum Yield, non-fluorescent particles, and medium ): 6.93569%
Light Transmittance: 1.19977%
Stokes Shift Absorptance (converted to heat): 0.58305%
Quantum Yield Absorptance (converted to heat): 0.89127%
Total Fluorescent Absorptance (absorptance of photons by fluorescent particles): 4.45568%
Fluorescent Absorptance (converted to fluorescent emission): 2.98163%
Reflectance by Fluorescent Emission: 2.89266%
Non-Fluorescent Particles and Medium Absorptance (converted to heat): 5.46199%

Note: In the column headers below, the number in parentheses indicates the layer number for each attenuation coefficient (e.g., mu_s(1), mu_med(1), mu_a(1), mu_af(1) for layer 1)
Note: The units are based on micrometer
Wavelength	Normalized Radiosity	Absorptance	Transmittance	Stokes Shift Absorptance	Quantum Yield Absorptance	Total Fluorescent Absorptance	Reflectance (via fluorescent emission)	Fluorescent Absorptance	Non-Fluorescent Particles/Medium Absorptance	n_medium(1)	k_medium(1)	mu_a(non-fluorescent)(1)	mu_a(medium)(1)	mu_s(1)	g(1)	Thickness(1)	mu_a(fluorescent)1(1)
567.0	1.0232	0.0006	0.0097	0.0	0.0	0.0	0.0327	0.0	0.0006	1.494372	0.0	0.0	0.0	2.283708	0.69389771	500.0	0.0	
569.0	1.0206	0.0005	0.0093	0.0	0.0	0.0	0.03	0.0	0.0005	1.494307	0.0	0.0	0.0	2.278529	0.6922001	500.0	0.0	
571.0	1.018	0.0001	0.0091	0.0	0.0	0.0	0.0267	0.0	0.0001	1.494245	0.0	0.0	0.0	2.270612	0.69034657	500.0	0.0	
573.0	1.0112	0.0002	0.0094	0.0	0.0	0.0	0.0201	0.0	0.0002	1.49419	0.0	0.0	0.0	2.259509	0.68861326	500.0	0.0	
575.0	1.0113	0.0	0.0088	0.0	0.0	0.0	0.0197	0.0	0.0	1.494135	0.0	0.0	0.0	2.24668	0.686802	500.0	0.0	
577.0	1.0082	0.0	0.0109	0.0	0.0	0.0	0.0187	0.0	0.0	1.49408	0.0	0.0	0.0	2.232114	0.68480549	500.0	0.0	
579.0	1.0077	0.0	0.0079	0.0	0.0	0.0	0.0154	0.0	0.0	1.494025	0.0	0.0	0.0	2.214873	0.68304381	500.0	0.0	
581.0	1.0056	0.0	0.008	0.0	0.0	0.0	0.0132	0.0	0.0	1.49397	0.0	0.0	0.0	2.196406	0.68138429	500.0	0.0	
583.0	1.0014	0.0	0.0106	0.0	0.0	0.0	0.0115	0.0	0.0	1.493915	0.0	0.0	0.0	2.177982	0.67944103	500.0	0.0	
585.0	1.0004	0.0	0.0098	0.0	0.0	0.0	0.0101	0.0	0.0	1.493861	0.0	0.0	0.0	2.157655	0.67783489	500.0	0.0	
587.0	1.0029	0.0	0.008	0.0	0.0	0.0	0.0108	0.0	0.0	1.493806	0.0	0.0	0.0	2.136281	0.67664343	500.0	0.0	
589.0	0.9982	0.0	0.0099	0.0	0.0	0.0	0.008	0.0	0.0	1.493751	0.0	0.0	0.0	2.116388	0.67519053	500.0	0.0	
591.0	0.9983	0.0	0.0104	0.0	0.0	0.0	0.0086	0.0	0.0	1.493696	0.0	0.0	0.0	2.096063	0.6739558	500.0	0.0	
593.0	0.998	0.0	0.0101	0.0	0.0	0.0	0.0078	0.0	0.0	1.493641	0.0	0.0	0.0	2.075413	0.67312465	500.0	0.0	
595.0	0.9966	0.0	0.0092	0.0	0.0	0.0	0.0056	0.0	0.0	1.493586	0.0	0.0	0.0	2.056406	0.67231099	500.0	0.0	
597.0	0.996	0.0	0.0101	0.0	0.0	0.0	0.0061	0.0	0.0	1.493531	0.0	0.0	0.0	2.038589	0.67148736	500.0	0.0	
599.0	0.9951	0.0	0.0101	0.0	0.0	0.0	0.0051	0.0	0.0	1.493476	0.0	0.0	0.0	2.020893	0.67105105	500.0	0.0	
601.0	0.9936	0.0	0.0108	0.0	0.0	0.0	0.0044	0.0	0.0	1.493421	0.0	0.0	0.0	2.004238	0.67092571	500.0	0.0	
603.0	0.9918	0.0	0.0122	0.0	0.0	0.0	0.0039	0.0	0.0	1.493367	0.0	0.0	0.0	1.990018	0.67059958	500.0	0.0	
605.0	0.9952	0.0	0.0085	0.0	0.0	0.0	0.0036	0.0	0.0	1.493312	0.0	0.0	0.0	1.976121	0.67058491	500.0	0.0	
607.0	0.9941	0.0	0.009	0.0	0.0	0.0	0.0032	0.0	0.0	1.493257	0.0	0.0	0.0	1.962516	0.67101296	500.0	0.0	
609.0	0.9926	0.0	0.0104	0.0	0.0	0.0	0.003	0.0	0.0	1.493202	0.0	0.0	0.0	1.951187	0.67137292	500.0	0.0	
611.0	0.9925	0.0	0.0098	0.0	0.0	0.0	0.0023	0.0	0.0	1.493147	0.0	0.0	0.0	1.941478	0.67164034	500.0	0.0	
613.0	0.9943	0.0	0.0082	0.0	0.0	0.0	0.0025	0.0	0.0	1.493101	0.0	0.0	0.0	1.932004	0.67225229	500.0	0.0	
615.0	0.992	0.0	0.0099	0.0	0.0	0.0	0.0019	0.0	0.0	1.493058	0.0	0.0	0.0	1.923141	0.67324007	500.0	0.0	
617.0	0.9904	0.0	0.0111	0.0	0.0	0.0	0.0015	0.0	0.0	1.493022	0.0	0.0	0.0	1.916578	0.6739757	500.0	0.0	
619.0	0.9905	0.0	0.0109	0.0	0.0	0.0	0.0013	0.0	0.0	1.492985	0.0	0.0	0.0	1.910538	0.67482567	500.0	0.0	
621.0	0.9921	0.0	0.0096	0.0	0.0	0.0	0.0017	0.0	0.0	1.492948	0.0	0.0	0.0	1.904693	0.67595501	500.0	0.0	
623.0	0.9907	0.0	0.0109	0.0	0.0	0.0	0.0016	0.0	0.0	1.492907	0.0	0.0	0.0	1.900082	0.67716551	500.0	0.0	
625.0	0.9906	0.0	0.0107	0.0	0.0	0.0	0.0012	0.0	0.0	1.49286	0.0	0.0	0.0	1.897323	0.67809665	500.0	0.0	
627.0	0.9906	0.0	0.0107	0.0	0.0	0.0	0.0013	0.0	0.0	1.492808	0.0	0.0	0.0	1.894412	0.67925488	500.0	0.0	
629.0	0.9905	0.0	0.0108	0.0	0.0	0.0	0.0013	0.0	0.0	1.492753	0.0	0.0	0.0	1.891287	0.68073983	500.0	0.0	
631.0	0.9905	0.0	0.0111	0.0	0.0	0.0	0.0016	0.0	0.0	1.492698	0.0	0.0	0.0	1.889704	0.68208653	500.0	0.0	
633.0	0.99	0.0	0.0107	0.0	0.0	0.0	0.0007	0.0	0.0	1.492644	0.0	0.0	0.0	1.889546	0.68314178	500.0	0.0	
635.0	0.9894	0.0	0.0112	0.0	0.0	0.0	0.0007	0.0	0.0	1.492599	0.0	0.0	0.0	1.888945	0.68443286	500.0	0.0	
637.0	0.9906	0.0	0.0102	0.0	0.0	0.0	0.0008	0.0	0.0	1.492556	0.0	0.0	0.0	1.887769	0.6860947	500.0	0.0	
639.0	0.9874	0.0	0.0134	0.0	0.0	0.0	0.0008	0.0	0.0	1.492519	0.0	0.0	0.0	1.888143	0.68749748	500.0	0.0	
641.0	0.9896	0.0	0.0108	0.0	0.0	0.0	0.0004	0.0	0.0	1.492483	0.0	0.0	0.0	1.889614	0.68860588	500.0	0.0	
643.0	0.9879	0.0	0.0122	0.0	0.0	0.0	0.0001	0.0	0.0	1.492446	0.0	0.0	0.0	1.890496	0.68991961	500.0	0.0	
645.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.492409	0.0	0.0	0.0	1.890604	0.69158924	500.0	0.0	
647.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.492373	0.0	0.0	0.0	1.892091	0.69296576	500.0	0.0	
649.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.492336	0.0	0.0	0.0	1.894514	0.69402854	500.0	0.0	
651.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.4923	0.0	0.0	0.0	1.896179	0.69527564	500.0	0.0	
653.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.492263	0.0	0.0	0.0	1.896936	0.69683383	500.0	0.0	
655.0	0.9896	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	1.492226	0.0	0.0	0.0	1.898777	0.69813886	500.0	0.0	
657.0	0.9896	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	1.49219	0.0	0.0	0.0	1.901482	0.69911628	500.0	0.0	
659.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.492153	0.0	0.0	0.0	1.903309	0.70023423	500.0	0.0	
661.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.492117	0.0	0.0	0.0	1.904246	0.70156679	500.0	0.0	
663.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.49208	0.0	0.0	0.0	1.90575	0.70277646	500.0	0.0	
665.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.492043	0.0	0.0	0.0	1.908007	0.70367207	500.0	0.0	
667.0	0.9902	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	1.492007	0.0	0.0	0.0	1.9096	0.70456935	500.0	0.0	
669.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.49197	0.0	0.0	0.0	1.910377	0.70558837	500.0	0.0	
671.0	0.9883	0.0	0.0117	0.0	0.0	0.0	0.0	0.0	0.0	1.491934	0.0	0.0	0.0	1.910825	0.70672459	500.0	0.0	
673.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.491897	0.0	0.0	0.0	1.911976	0.70753362	500.0	0.0	
675.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.491861	0.0	0.0	0.0	1.913091	0.70812387	500.0	0.0	
677.0	0.9904	0.0	0.0096	0.0	0.0	0.0	0.0	0.0	0.0	1.491824	0.0	0.0	0.0	1.91323	0.70883187	500.0	0.0	
679.0	0.9889	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	1.491787	0.0	0.0	0.0	1.91207	0.70985447	500.0	0.0	
681.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.491751	0.0	0.0	0.0	1.911595	0.7105673	500.0	0.0	
683.0	0.9883	0.0	0.0117	0.0	0.0	0.0	0.0	0.0	0.0	1.491714	0.0	0.0	0.0	1.911467	0.71097338	500.0	0.0	
685.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.491678	0.0	0.0	0.0	1.91024	0.71144049	500.0	0.0	
687.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.491642	0.0	0.0	0.0	1.907908	0.71204354	500.0	0.0	
689.0	0.991	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	1.491607	0.0	0.0	0.0	1.905221	0.71269634	500.0	0.0	
691.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.491584	0.0	0.0	0.0	1.902892	0.71304324	500.0	0.0	
693.0	0.9881	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	1.491566	0.0	0.0	0.0	1.900368	0.71315251	500.0	0.0	
695.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.491547	0.0	0.0	0.0	1.896657	0.7133684	500.0	0.0	
697.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.491529	0.0	0.0	0.0	1.891473	0.71385826	500.0	0.0	
699.0	0.9861	0.0	0.0139	0.0	0.0	0.0	0.0	0.0	0.0	1.491506	0.0	0.0	0.0	1.886606	0.71413437	500.0	0.0	
701.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.491481	0.0	0.0	0.0	1.881926	0.71412042	500.0	0.0	
703.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.491448	0.0	0.0	0.0	1.876592	0.7139753	500.0	0.0	
705.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.491412	0.0	0.0	0.0	1.87018	0.71390428	500.0	0.0	
707.0	0.988	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	1.491375	0.0	0.0	0.0	1.862447	0.71411527	500.0	0.0	
709.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.491338	0.0	0.0	0.0	1.855122	0.71403833	500.0	0.0	
711.0	0.9867	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	1.49131	0.0	0.0	0.0	1.847914	0.7136797	500.0	0.0	
713.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.491285	0.0	0.0	0.0	1.839827	0.71325489	500.0	0.0	
715.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.491264	0.0	0.0	0.0	1.83072	0.71289824	500.0	0.0	
717.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.491246	0.0	0.0	0.0	1.820518	0.71278766	500.0	0.0	
719.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.491228	0.0	0.0	0.0	1.810773	0.71238535	500.0	0.0	
721.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.491209	0.0	0.0	0.0	1.801205	0.71170716	500.0	0.0	
723.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.491191	0.0	0.0	0.0	1.790901	0.71095493	500.0	0.0	
725.0	0.9901	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	1.491173	0.0	0.0	0.0	1.779711	0.71026485	500.0	0.0	
727.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.491155	0.0	0.0	0.0	1.767522	0.70982809	500.0	0.0	
729.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.491136	0.0	0.0	0.0	1.755887	0.70912181	500.0	0.0	
731.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.491116	0.0	0.0	0.0	1.744574	0.70814733	500.0	0.0	
733.0	0.9882	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.491091	0.0	0.0	0.0	1.732895	0.70703896	500.0	0.0	
735.0	0.9885	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	1.491063	0.0	0.0	0.0	1.720485	0.70598964	500.0	0.0	
737.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.491026	0.0	0.0	0.0	1.707117	0.70520764	500.0	0.0	
739.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.49099	0.0	0.0	0.0	1.69432	0.70423922	500.0	0.0	
741.0	0.9885	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	1.490953	0.0	0.0	0.0	1.682045	0.70301322	500.0	0.0	
743.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.490917	0.0	0.0	0.0	1.669862	0.70158235	500.0	0.0	
745.0	0.9861	0.0	0.0139	0.0	0.0	0.0	0.0	0.0	0.0	1.490895	0.0	0.0	0.0	1.657043	0.70021645	500.0	0.0	
747.0	0.9885	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	1.490872	0.0	0.0	0.0	1.643443	0.699046	500.0	0.0	
749.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.490853	0.0	0.0	0.0	1.630093	0.69790294	500.0	0.0	
751.0	0.9863	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	1.490835	0.0	0.0	0.0	1.617466	0.69650661	500.0	0.0	
753.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.490817	0.0	0.0	0.0	1.605356	0.69487921	500.0	0.0	
755.0	0.9851	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.0	1.490798	0.0	0.0	0.0	1.592961	0.6932203	500.0	0.0	
757.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.49078	0.0	0.0	0.0	1.580186	0.69164973	500.0	0.0	
759.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.490762	0.0	0.0	0.0	1.566955	0.69035171	500.0	0.0	
761.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.490744	0.0	0.0	0.0	1.554582	0.688876	500.0	0.0	
763.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490725	0.0	0.0	0.0	1.542928	0.68718142	500.0	0.0	
765.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490707	0.0	0.0	0.0	1.531635	0.68531061	500.0	0.0	
767.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.490689	0.0	0.0	0.0	1.520045	0.68349596	500.0	0.0	
769.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.49067	0.0	0.0	0.0	1.508021	0.68186048	500.0	0.0	
771.0	0.9889	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	1.490652	0.0	0.0	0.0	1.496145	0.68039597	500.0	0.0	
773.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.490634	0.0	0.0	0.0	1.485165	0.67873855	500.0	0.0	
775.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.490615	0.0	0.0	0.0	1.474894	0.67689076	500.0	0.0	
777.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.490597	0.0	0.0	0.0	1.46485	0.67492561	500.0	0.0	
779.0	0.9868	0.0	0.0132	0.0	0.0	0.0	0.0	0.0	0.0	1.490579	0.0	0.0	0.0	1.454579	0.67303839	500.0	0.0	
781.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.490561	0.0	0.0	0.0	1.443874	0.67138796	500.0	0.0	
783.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.490542	0.0	0.0	0.0	1.433554	0.66985343	500.0	0.0	
785.0	0.9857	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	1.490524	0.0	0.0	0.0	1.424107	0.66815042	500.0	0.0	
787.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.490506	0.0	0.0	0.0	1.415317	0.66628293	500.0	0.0	
789.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.490487	0.0	0.0	0.0	1.406744	0.664323	500.0	0.0	
791.0	0.9867	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	1.490469	0.0	0.0	0.0	1.397957	0.66244558	500.0	0.0	
793.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.490451	0.0	0.0	0.0	1.38878	0.66080692	500.0	0.0	
795.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.490433	0.0	0.0	0.0	1.379923	0.65931652	500.0	0.0	
797.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490414	0.0	0.0	0.0	1.371901	0.65768946	500.0	0.0	
799.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490396	0.0	0.0	0.0	1.364516	0.65591866	500.0	0.0	
801.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.490378	0.0	0.0	0.0	1.357405	0.65404648	500.0	0.0	
803.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.490359	0.0	0.0	0.0	1.350104	0.65223683	500.0	0.0	
805.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.490341	0.0	0.0	0.0	1.342451	0.65061899	500.0	0.0	
807.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490323	0.0	0.0	0.0	1.334841	0.64923788	500.0	0.0	
809.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.490304	0.0	0.0	0.0	1.327997	0.64777822	500.0	0.0	
811.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.490286	0.0	0.0	0.0	1.321794	0.64619601	500.0	0.0	
813.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.490268	0.0	0.0	0.0	1.315977	0.64450149	500.0	0.0	
815.0	0.9851	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.0	1.49025	0.0	0.0	0.0	1.310054	0.64281379	500.0	0.0	
817.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.490231	0.0	0.0	0.0	1.303867	0.64124573	500.0	0.0	
819.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.490213	0.0	0.0	0.0	1.297347	0.63995818	500.0	0.0	
821.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.490195	0.0	0.0	0.0	1.291373	0.63871992	500.0	0.0	
823.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.490176	0.0	0.0	0.0	1.286048	0.63738179	500.0	0.0	
825.0	0.9861	0.0	0.0139	0.0	0.0	0.0	0.0	0.0	0.0	1.490158	0.0	0.0	0.0	1.281207	0.63593877	500.0	0.0	
827.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.49014	0.0	0.0	0.0	1.276496	0.63443164	500.0	0.0	
829.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.490122	0.0	0.0	0.0	1.27156	0.63298355	500.0	0.0	
831.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.490103	0.0	0.0	0.0	1.266251	0.63171694	500.0	0.0	
833.0	0.9857	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	1.490085	0.0	0.0	0.0	1.260878	0.63068628	500.0	0.0	
835.0	0.9839	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	1.490067	0.0	0.0	0.0	1.256114	0.6296354	500.0	0.0	
837.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.490048	0.0	0.0	0.0	1.251882	0.62849392	500.0	0.0	
839.0	0.9881	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	1.490031	0.0	0.0	0.0	1.248007	0.62726004	500.0	0.0	
841.0	0.985	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	1.490013	0.0	0.0	0.0	1.244124	0.62598922	500.0	0.0	
843.0	0.9853	0.0	0.0147	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.239965	0.62479045	500.0	0.0	
845.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.235369	0.62379872	500.0	0.0	
847.0	0.9868	0.0	0.0132	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.230809	0.62300681	500.0	0.0	
849.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.226797	0.62219468	500.0	0.0	
851.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.223247	0.62130547	500.0	0.0	
853.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.489995	0.0	0.0	0.0	1.220003	0.6203326	500.0	0.0	
855.0	0.984	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	1.48998	0.0	0.0	0.0	1.216754	0.61931851	500.0	0.0	
857.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.489965	0.0	0.0	0.0	1.213227	0.61836161	500.0	0.0	
859.0	0.985	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	1.489947	0.0	0.0	0.0	1.209306	0.61758049	500.0	0.0	
861.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.489929	0.0	0.0	0.0	1.20533	0.61700406	500.0	0.0	
863.0	0.984	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	1.489911	0.0	0.0	0.0	1.201811	0.61643834	500.0	0.0	
865.0	0.9852	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	1.489892	0.0	0.0	0.0	1.198722	0.61580951	500.0	0.0	
867.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.489874	0.0	0.0	0.0	1.195912	0.61510786	500.0	0.0	
869.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.489856	0.0	0.0	0.0	1.193132	0.61435429	500.0	0.0	
871.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.489837	0.0	0.0	0.0	1.190105	0.61362721	500.0	0.0	
873.0	0.9849	0.0	0.0151	0.0	0.0	0.0	0.0	0.0	0.0	1.489823	0.0	0.0	0.0	1.186689	0.6130257	500.0	0.0	
875.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.489811	0.0	0.0	0.0	1.183008	0.61264068	500.0	0.0	
877.0	0.9856	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.179617	0.61233422	500.0	0.0	
879.0	0.9821	0.0	0.0179	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.17661	0.6119917	500.0	0.0	
881.0	0.9863	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.173897	0.61158525	500.0	0.0	
883.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.489798	0.0	0.0	0.0	1.171314	0.61111308	500.0	0.0	
885.0	0.9853	0.0	0.0147	0.0	0.0	0.0	0.0	0.0	0.0	1.489794	0.0	0.0	0.0	1.168594	0.61061873	500.0	0.0	
887.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.48979	0.0	0.0	0.0	1.165556	0.61018075	500.0	0.0	
889.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.489773	0.0	0.0	0.0	1.162164	0.60990199	500.0	0.0	
891.0	0.9853	0.0	0.0147	0.0	0.0	0.0	0.0	0.0	0.0	1.489754	0.0	0.0	0.0	1.158725	0.60979443	500.0	0.0	
893.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.489737	0.0	0.0	0.0	1.155621	0.60971428	500.0	0.0	
895.0	0.9884	0.0	0.0116	0.0	0.0	0.0	0.0	0.0	0.0	1.48972	0.0	0.0	0.0	1.152844	0.60959129	500.0	0.0	
897.0	0.9856	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	1.489703	0.0	0.0	0.0	1.150274	0.60940833	500.0	0.0	
899.0	0.985	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.147698	0.6091732	500.0	0.0	
901.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.144911	0.60892722	500.0	0.0	
903.0	0.9847	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.141783	0.60874269	500.0	0.0	
905.0	0.9849	0.0	0.0151	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.138293	0.60871767	500.0	0.0	
