Sim 1

Light Normalized Radiosity: 91.95037%
Light Absorptance (heat generated by Stokes shift, Quantum Yield, non-fluorescent particles, and medium ): 6.69974%
Light Transmittance: 1.34989%
Stokes Shift Absorptance (converted to heat): 0.18847%
Quantum Yield Absorptance (converted to heat): 0.30918%
Total Fluorescent Absorptance (absorptance of photons by fluorescent particles): 1.55765%
Fluorescent Absorptance (converted to fluorescent emission): 1.06007%
Reflectance by Fluorescent Emission: 0.9934%
Non-Fluorescent Particles and Medium Absorptance (converted to heat): 6.20209%

Note: In the column headers below, the number in parentheses indicates the layer number for each attenuation coefficient (e.g., mu_s(1), mu_med(1), mu_a(1), mu_af(1) for layer 1)
Note: The units are based on micrometer
Wavelength	Normalized Radiosity	Absorptance	Transmittance	Stokes Shift Absorptance	Quantum Yield Absorptance	Total Fluorescent Absorptance	Reflectance (via fluorescent emission)	Fluorescent Absorptance	Non-Fluorescent Particles/Medium Absorptance	n_medium(1)	k_medium(1)	mu_a(non-fluorescent)(1)	mu_a(medium)(1)	mu_s(1)	g(1)	Thickness(1)	mu_a(fluorescent)1(1)
607.0	0.9897	0.0	0.0119	0.0	0.0	0.0	0.0016	0.0	0.0	1.493257	0.0	0.0	0.0	1.755304	0.66627139	500.0	0.0	
609.0	0.9897	0.0	0.0111	0.0	0.0	0.0	0.0009	0.0	0.0	1.493202	0.0	0.0	0.0	1.74501	0.66663559	500.0	0.0	
611.0	0.9925	0.0	0.009	0.0	0.0	0.0	0.0014	0.0	0.0	1.493147	0.0	0.0	0.0	1.735806	0.66711894	500.0	0.0	
613.0	0.9888	0.0	0.0117	0.0	0.0	0.0	0.0005	0.0	0.0	1.493101	0.0	0.0	0.0	1.727532	0.6677595	500.0	0.0	
615.0	0.9895	0.0	0.0107	0.0	0.0	0.0	0.0002	0.0	0.0	1.493058	0.0	0.0	0.0	1.720175	0.66855063	500.0	0.0	
617.0	0.9904	0.0	0.0105	0.0	0.0	0.0	0.0009	0.0	0.0	1.493022	0.0	0.0	0.0	1.71386	0.66941419	500.0	0.0	
619.0	0.9884	0.0	0.0122	0.0	0.0	0.0	0.0006	0.0	0.0	1.492985	0.0	0.0	0.0	1.708366	0.67037965	500.0	0.0	
621.0	0.9901	0.0	0.0104	0.0	0.0	0.0	0.0005	0.0	0.0	1.492948	0.0	0.0	0.0	1.703625	0.67144903	500.0	0.0	
623.0	0.9885	0.0	0.0121	0.0	0.0	0.0	0.0005	0.0	0.0	1.492907	0.0	0.0	0.0	1.699679	0.67259331	500.0	0.0	
625.0	0.991	0.0	0.0097	0.0	0.0	0.0	0.0007	0.0	0.0	1.49286	0.0	0.0	0.0	1.696541	0.67376488	500.0	0.0	
627.0	0.9884	0.0	0.0121	0.0	0.0	0.0	0.0005	0.0	0.0	1.492808	0.0	0.0	0.0	1.693978	0.675006	500.0	0.0	
629.0	0.9895	0.0	0.0111	0.0	0.0	0.0	0.0005	0.0	0.0	1.492753	0.0	0.0	0.0	1.69193	0.67632188	500.0	0.0	
631.0	0.9871	0.0	0.0132	0.0	0.0	0.0	0.0003	0.0	0.0	1.492698	0.0	0.0	0.0	1.690515	0.67765508	500.0	0.0	
633.0	0.9866	0.0	0.0138	0.0	0.0	0.0	0.0003	0.0	0.0	1.492644	0.0	0.0	0.0	1.689665	0.67898762	500.0	0.0	
635.0	0.989	0.0	0.0115	0.0	0.0	0.0	0.0005	0.0	0.0	1.492599	0.0	0.0	0.0	1.689167	0.68036401	500.0	0.0	
637.0	0.9885	0.0	0.0116	0.0	0.0	0.0	0.0001	0.0	0.0	1.492556	0.0	0.0	0.0	1.688964	0.68179292	500.0	0.0	
639.0	0.9869	0.0	0.0134	0.0	0.0	0.0	0.0002	0.0	0.0	1.492519	0.0	0.0	0.0	1.689209	0.68320252	500.0	0.0	
641.0	0.9885	0.0	0.0119	0.0	0.0	0.0	0.0004	0.0	0.0	1.492483	0.0	0.0	0.0	1.689825	0.68458291	500.0	0.0	
643.0	0.9891	0.0	0.011	0.0	0.0	0.0	0.0001	0.0	0.0	1.492446	0.0	0.0	0.0	1.690624	0.6859778	500.0	0.0	
645.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.492409	0.0	0.0	0.0	1.69155	0.68739778	500.0	0.0	
647.0	0.9859	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	1.492373	0.0	0.0	0.0	1.692765	0.68877358	500.0	0.0	
649.0	0.9868	0.0	0.0132	0.0	0.0	0.0	0.0	0.0	0.0	1.492336	0.0	0.0	0.0	1.694196	0.69009705	500.0	0.0	
651.0	0.9867	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	1.4923	0.0	0.0	0.0	1.695651	0.69141742	500.0	0.0	
653.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.492263	0.0	0.0	0.0	1.697093	0.69274067	500.0	0.0	
655.0	0.988	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	1.492226	0.0	0.0	0.0	1.698662	0.69401091	500.0	0.0	
657.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.49219	0.0	0.0	0.0	1.70032	0.69521293	500.0	0.0	
659.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.492153	0.0	0.0	0.0	1.701868	0.69639632	500.0	0.0	
661.0	0.9884	0.0	0.0116	0.0	0.0	0.0	0.0	0.0	0.0	1.492117	0.0	0.0	0.0	1.703286	0.69756233	500.0	0.0	
663.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.49208	0.0	0.0	0.0	1.70467	0.69867838	500.0	0.0	
665.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.492043	0.0	0.0	0.0	1.706018	0.69972056	500.0	0.0	
667.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.492007	0.0	0.0	0.0	1.707169	0.70072136	500.0	0.0	
669.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.49197	0.0	0.0	0.0	1.708087	0.70168998	500.0	0.0	
671.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.491934	0.0	0.0	0.0	1.708788	0.70262607	500.0	0.0	
673.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.491897	0.0	0.0	0.0	1.709344	0.70348276	500.0	0.0	
675.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.491861	0.0	0.0	0.0	1.709664	0.70427043	500.0	0.0	
677.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.491824	0.0	0.0	0.0	1.709638	0.70502215	500.0	0.0	
679.0	0.9863	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	1.491787	0.0	0.0	0.0	1.709216	0.70575701	500.0	0.0	
681.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.491751	0.0	0.0	0.0	1.708555	0.70641147	500.0	0.0	
683.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.491714	0.0	0.0	0.0	1.707608	0.70698454	500.0	0.0	
685.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.491678	0.0	0.0	0.0	1.70622	0.70751339	500.0	0.0	
687.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.491642	0.0	0.0	0.0	1.704374	0.70800459	500.0	0.0	
689.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.491607	0.0	0.0	0.0	1.702119	0.70844957	500.0	0.0	
691.0	0.9885	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	1.491584	0.0	0.0	0.0	1.699484	0.708814	500.0	0.0	
693.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.491566	0.0	0.0	0.0	1.696412	0.7091031	500.0	0.0	
695.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.491547	0.0	0.0	0.0	1.692825	0.70934837	500.0	0.0	
697.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.491529	0.0	0.0	0.0	1.688677	0.70956717	500.0	0.0	
699.0	0.9845	0.0	0.0155	0.0	0.0	0.0	0.0	0.0	0.0	1.491506	0.0	0.0	0.0	1.684148	0.70970701	500.0	0.0	
701.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.491481	0.0	0.0	0.0	1.679203	0.70976123	500.0	0.0	
703.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.491448	0.0	0.0	0.0	1.673792	0.70974209	500.0	0.0	
705.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.491412	0.0	0.0	0.0	1.667853	0.70967218	500.0	0.0	
707.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.491375	0.0	0.0	0.0	1.661368	0.70957222	500.0	0.0	
709.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.491338	0.0	0.0	0.0	1.65449	0.70938456	500.0	0.0	
711.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.49131	0.0	0.0	0.0	1.647188	0.70911099	500.0	0.0	
713.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.491285	0.0	0.0	0.0	1.639386	0.70877201	500.0	0.0	
715.0	0.9881	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	1.491264	0.0	0.0	0.0	1.631089	0.70838044	500.0	0.0	
717.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.491246	0.0	0.0	0.0	1.622306	0.70795391	500.0	0.0	
719.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.491228	0.0	0.0	0.0	1.613206	0.70743654	500.0	0.0	
721.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.491209	0.0	0.0	0.0	1.60378	0.70682998	500.0	0.0	
723.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.491191	0.0	0.0	0.0	1.593969	0.70615442	500.0	0.0	
725.0	0.9859	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	1.491173	0.0	0.0	0.0	1.583782	0.70542396	500.0	0.0	
727.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.491155	0.0	0.0	0.0	1.573233	0.70465842	500.0	0.0	
729.0	0.986	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	1.491136	0.0	0.0	0.0	1.562492	0.70380516	500.0	0.0	
731.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.491116	0.0	0.0	0.0	1.551565	0.70286423	500.0	0.0	
733.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.491091	0.0	0.0	0.0	1.540428	0.70184922	500.0	0.0	
735.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.491063	0.0	0.0	0.0	1.529065	0.70078121	500.0	0.0	
737.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.491026	0.0	0.0	0.0	1.517507	0.69968053	500.0	0.0	
739.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.49099	0.0	0.0	0.0	1.505885	0.69850583	500.0	0.0	
741.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.490953	0.0	0.0	0.0	1.494241	0.69725108	500.0	0.0	
743.0	0.9881	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	1.490917	0.0	0.0	0.0	1.482538	0.69592388	500.0	0.0	
745.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.490895	0.0	0.0	0.0	1.470732	0.69455775	500.0	0.0	
747.0	0.9843	0.0	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	1.490872	0.0	0.0	0.0	1.458841	0.69316371	500.0	0.0	
749.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.490853	0.0	0.0	0.0	1.446998	0.69172835	500.0	0.0	
751.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490835	0.0	0.0	0.0	1.435255	0.69022434	500.0	0.0	
753.0	0.9859	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	1.490817	0.0	0.0	0.0	1.423633	0.68865611	500.0	0.0	
755.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.490798	0.0	0.0	0.0	1.412066	0.68704648	500.0	0.0	
757.0	0.9843	0.0	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	1.49078	0.0	0.0	0.0	1.400572	0.68541037	500.0	0.0	
759.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490762	0.0	0.0	0.0	1.389157	0.68376943	500.0	0.0	
761.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490744	0.0	0.0	0.0	1.377955	0.68208081	500.0	0.0	
763.0	0.9839	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	1.490725	0.0	0.0	0.0	1.366971	0.68034309	500.0	0.0	
765.0	0.9852	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	1.490707	0.0	0.0	0.0	1.356178	0.67856337	500.0	0.0	
767.0	0.9853	0.0	0.0147	0.0	0.0	0.0	0.0	0.0	0.0	1.490689	0.0	0.0	0.0	1.345537	0.67676812	500.0	0.0	
769.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.49067	0.0	0.0	0.0	1.33503	0.6749728	500.0	0.0	
771.0	0.9836	0.0	0.0164	0.0	0.0	0.0	0.0	0.0	0.0	1.490652	0.0	0.0	0.0	1.324736	0.67317972	500.0	0.0	
773.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490634	0.0	0.0	0.0	1.314711	0.67135463	500.0	0.0	
775.0	0.9851	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.0	1.490615	0.0	0.0	0.0	1.30496	0.66950057	500.0	0.0	
777.0	0.9842	0.0	0.0158	0.0	0.0	0.0	0.0	0.0	0.0	1.490597	0.0	0.0	0.0	1.295429	0.66762746	500.0	0.0	
779.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.490579	0.0	0.0	0.0	1.286089	0.66575786	500.0	0.0	
781.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490561	0.0	0.0	0.0	1.276919	0.66391058	500.0	0.0	
783.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.490542	0.0	0.0	0.0	1.267996	0.66207611	500.0	0.0	
785.0	0.9834	0.0	0.0166	0.0	0.0	0.0	0.0	0.0	0.0	1.490524	0.0	0.0	0.0	1.259366	0.6602279	500.0	0.0	
787.0	0.9835	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	1.490506	0.0	0.0	0.0	1.251002	0.65836856	500.0	0.0	
789.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490487	0.0	0.0	0.0	1.242875	0.65650747	500.0	0.0	
791.0	0.9842	0.0	0.0158	0.0	0.0	0.0	0.0	0.0	0.0	1.490469	0.0	0.0	0.0	1.234929	0.65466454	500.0	0.0	
793.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.490451	0.0	0.0	0.0	1.227162	0.65285777	500.0	0.0	
795.0	0.9839	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	1.490433	0.0	0.0	0.0	1.219621	0.65108017	500.0	0.0	
797.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.490414	0.0	0.0	0.0	1.212359	0.64930451	500.0	0.0	
799.0	0.9828	0.0	0.0172	0.0	0.0	0.0	0.0	0.0	0.0	1.490396	0.0	0.0	0.0	1.205349	0.6475317	500.0	0.0	
801.0	0.9851	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.0	1.490378	0.0	0.0	0.0	1.198556	0.64576745	500.0	0.0	
803.0	0.9861	0.0	0.0139	0.0	0.0	0.0	0.0	0.0	0.0	1.490359	0.0	0.0	0.0	1.191935	0.64402983	500.0	0.0	
805.0	0.983	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	1.490341	0.0	0.0	0.0	1.185461	0.64233355	500.0	0.0	
807.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.490323	0.0	0.0	0.0	1.179176	0.64068465	500.0	0.0	
809.0	0.9843	0.0	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	1.490304	0.0	0.0	0.0	1.173129	0.63905246	500.0	0.0	
811.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.490286	0.0	0.0	0.0	1.167313	0.63743337	500.0	0.0	
813.0	0.9852	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	1.490268	0.0	0.0	0.0	1.161694	0.63582939	500.0	0.0	
815.0	0.9857	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	1.49025	0.0	0.0	0.0	1.156223	0.63425334	500.0	0.0	
817.0	0.9868	0.0	0.0132	0.0	0.0	0.0	0.0	0.0	0.0	1.490231	0.0	0.0	0.0	1.150884	0.63271758	500.0	0.0	
819.0	0.9847	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	1.490213	0.0	0.0	0.0	1.145658	0.63123955	500.0	0.0	
821.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.490195	0.0	0.0	0.0	1.14063	0.62979646	500.0	0.0	
823.0	0.9841	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	1.490176	0.0	0.0	0.0	1.135795	0.62837395	500.0	0.0	
825.0	0.9852	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	1.490158	0.0	0.0	0.0	1.13114	0.62697168	500.0	0.0	
827.0	0.9833	0.0	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	1.49014	0.0	0.0	0.0	1.126622	0.62559426	500.0	0.0	
829.0	0.9856	0.0	0.0144	0.0	0.0	0.0	0.0	0.0	0.0	1.490122	0.0	0.0	0.0	1.122206	0.62425453	500.0	0.0	
831.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.490103	0.0	0.0	0.0	1.117875	0.62296527	500.0	0.0	
833.0	0.9859	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	1.490085	0.0	0.0	0.0	1.113647	0.6217329	500.0	0.0	
835.0	0.985	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	1.490067	0.0	0.0	0.0	1.109587	0.62053128	500.0	0.0	
837.0	0.9843	0.0	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	1.490048	0.0	0.0	0.0	1.105674	0.61935383	500.0	0.0	
839.0	0.9827	0.0	0.0173	0.0	0.0	0.0	0.0	0.0	0.0	1.490031	0.0	0.0	0.0	1.101892	0.61820037	500.0	0.0	
841.0	0.9841	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	1.490013	0.0	0.0	0.0	1.098201	0.61707647	500.0	0.0	
843.0	0.9863	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.094566	0.61599481	500.0	0.0	
845.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.090954	0.61497311	500.0	0.0	
847.0	0.9837	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.087421	0.61400555	500.0	0.0	
849.0	0.984	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.084017	0.61306928	500.0	0.0	
851.0	0.9832	0.0	0.0168	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.080723	0.61215873	500.0	0.0	
853.0	0.9845	0.0	0.0155	0.0	0.0	0.0	0.0	0.0	0.0	1.489995	0.0	0.0	0.0	1.077533	0.61127056	500.0	0.0	
855.0	0.9859	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	1.48998	0.0	0.0	0.0	1.074423	0.61040695	500.0	0.0	
857.0	0.985	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	1.489965	0.0	0.0	0.0	1.071343	0.60958214	500.0	0.0	
859.0	0.9836	0.0	0.0164	0.0	0.0	0.0	0.0	0.0	0.0	1.489947	0.0	0.0	0.0	1.068292	0.60880602	500.0	0.0	
861.0	0.9846	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	1.489929	0.0	0.0	0.0	1.065284	0.60808352	500.0	0.0	
863.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.489911	0.0	0.0	0.0	1.062365	0.60739466	500.0	0.0	
865.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.489892	0.0	0.0	0.0	1.05953	0.6067315	500.0	0.0	
867.0	0.9837	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	1.489874	0.0	0.0	0.0	1.056756	0.60609312	500.0	0.0	
869.0	0.9836	0.0	0.0164	0.0	0.0	0.0	0.0	0.0	0.0	1.489856	0.0	0.0	0.0	1.054025	0.60548035	500.0	0.0	
871.0	0.9839	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	1.489837	0.0	0.0	0.0	1.051301	0.60490156	500.0	0.0	
873.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.489823	0.0	0.0	0.0	1.048565	0.60436759	500.0	0.0	
875.0	0.9851	0.0	0.0149	0.0	0.0	0.0	0.0	0.0	0.0	1.489811	0.0	0.0	0.0	1.045825	0.60388751	500.0	0.0	
877.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.04313	0.60344615	500.0	0.0	
879.0	0.9833	0.0	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.040474	0.60303513	500.0	0.0	
881.0	0.9838	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.037856	0.60264738	500.0	0.0	
883.0	0.9844	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	1.489798	0.0	0.0	0.0	1.035268	0.60228099	500.0	0.0	
885.0	0.9843	0.0	0.0157	0.0	0.0	0.0	0.0	0.0	0.0	1.489794	0.0	0.0	0.0	1.032682	0.60193972	500.0	0.0	
887.0	0.9847	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	1.48979	0.0	0.0	0.0	1.030071	0.6016324	500.0	0.0	
889.0	0.9826	0.0	0.0174	0.0	0.0	0.0	0.0	0.0	0.0	1.489773	0.0	0.0	0.0	1.027462	0.60136281	500.0	0.0	
891.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.489754	0.0	0.0	0.0	1.024849	0.60113804	500.0	0.0	
893.0	0.9833	0.0	0.0167	0.0	0.0	0.0	0.0	0.0	0.0	1.489737	0.0	0.0	0.0	1.022265	0.60094323	500.0	0.0	
895.0	0.9821	0.0	0.0179	0.0	0.0	0.0	0.0	0.0	0.0	1.48972	0.0	0.0	0.0	1.019707	0.60077061	500.0	0.0	
897.0	0.9849	0.0	0.0151	0.0	0.0	0.0	0.0	0.0	0.0	1.489703	0.0	0.0	0.0	1.017159	0.60061809	500.0	0.0	
899.0	0.9847	0.0	0.0153	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.014578	0.60049054	500.0	0.0	
901.0	0.9844	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.01196	0.6003876	500.0	0.0	
903.0	0.9828	0.0	0.0172	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.009296	0.60031495	500.0	0.0	
905.0	0.9836	0.0	0.0164	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.006586	0.60028168	500.0	0.0	
907.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.003856	0.60028647	500.0	0.0	
909.0	0.9835	0.0	0.0165	0.0	0.0	0.0	0.0	0.0	0.0	1.489688	0.0	0.0	0.0	1.001161	0.60031082	500.0	0.0	
911.0	0.9838	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	1.489671	0.0	0.0	0.0	0.998481	0.60035122	500.0	0.0	
913.0	0.9839	0.0	0.0161	0.0	0.0	0.0	0.0	0.0	0.0	1.489653	0.0	0.0	0.0	0.995792	0.60040784	500.0	0.0	
915.0	0.9844	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	1.489635	0.0	0.0	0.0	0.993084	0.60047882	500.0	0.0	
917.0	0.9834	0.0	0.0166	0.0	0.0	0.0	0.0	0.0	0.0	1.489617	0.0	0.0	0.0	0.990328	0.6005684	500.0	0.0	
919.0	0.9827	0.0	0.0173	0.0	0.0	0.0	0.0	0.0	0.0	1.489598	0.0	0.0	0.0	0.987514	0.60068191	500.0	0.0	
921.0	0.9841	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	1.48958	0.0	0.0	0.0	0.984639	0.60082776	500.0	0.0	
923.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.489562	0.0	0.0	0.0	0.981721	0.60100701	500.0	0.0	
925.0	0.9838	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	1.489543	0.0	0.0	0.0	0.978795	0.60120765	500.0	0.0	
927.0	0.9836	0.0	0.0164	0.0	0.0	0.0	0.0	0.0	0.0	1.489525	0.0	0.0	0.0	0.975856	0.60142286	500.0	0.0	
929.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.489509	0.0	0.0	0.0	0.972889	0.60165063	500.0	0.0	
931.0	0.9824	0.0	0.0176	0.0	0.0	0.0	0.0	0.0	0.0	1.489506	0.0	0.0	0.0	0.969865	0.60189255	500.0	0.0	
933.0	0.9854	0.0	0.0146	0.0	0.0	0.0	0.0	0.0	0.0	1.489502	0.0	0.0	0.0	0.966789	0.60214607	500.0	0.0	
935.0	0.9828	0.0	0.0172	0.0	0.0	0.0	0.0	0.0	0.0	1.4895	0.0	0.0	0.0	0.963645	0.60241552	500.0	0.0	
937.0	0.9837	0.0	0.0163	0.0	0.0	0.0	0.0	0.0	0.0	1.4895	0.0	0.0	0.0	0.960426	0.60270784	500.0	0.0	
939.0	0.9852	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	1.4895	0.0	0.0	0.0	0.957142	0.60302808	500.0	0.0	
941.0	0.9828	0.0	0.0172	0.0	0.0	0.0	0.0	0.0	0.0	1.489489	0.0	0.0	0.0	0.953856	0.60336474	500.0	0.0	
943.0	0.9838	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	1.489475	0.0	0.0	0.0	0.950552	0.60371265	500.0	0.0	
945.0	0.985	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	1.48946	0.0	0.0	0.0	0.947222	0.60406775	500.0	0.0	
