Sim 1

Light Normalized Radiosity: 91.95037%
Light Absorptance (heat generated by Stokes shift, Quantum Yield, non-fluorescent particles, and medium ): 6.69974%
Light Transmittance: 1.34989%
Stokes Shift Absorptance (converted to heat): 0.18847%
Quantum Yield Absorptance (converted to heat): 0.30918%
Total Fluorescent Absorptance (absorptance of photons by fluorescent particles): 1.55765%
Fluorescent Absorptance (converted to fluorescent emission): 1.06007%
Reflectance by Fluorescent Emission: 0.9934%
Non-Fluorescent Particles and Medium Absorptance (converted to heat): 6.20209%

Note: In the column headers below, the number in parentheses indicates the layer number for each attenuation coefficient (e.g., mu_s(1), mu_med(1), mu_a(1), mu_af(1) for layer 1)
Note: The units are based on micrometer
Wavelength	Normalized Radiosity	Absorptance	Transmittance	Stokes Shift Absorptance	Quantum Yield Absorptance	Total Fluorescent Absorptance	Reflectance (via fluorescent emission)	Fluorescent Absorptance	Non-Fluorescent Particles/Medium Absorptance	n_medium(1)	k_medium(1)	mu_a(non-fluorescent)(1)	mu_a(medium)(1)	mu_s(1)	g(1)	Thickness(1)	mu_a(fluorescent)1(1)
327.0	0.0462	0.9525	0.0	0.0008	0.0008	0.0029	0.0	0.0013	0.9509	1.518986	0.0	0.544089	2e-06	0.553756	0.82052401	500.0	0.001766	
329.0	0.0456	0.9528	0.0	0.0009	0.0009	0.0034	0.0	0.0016	0.951	1.51846	0.0	0.543649	1e-06	0.554251	0.81797055	500.0	0.001767	
331.0	0.0461	0.9522	0.0	0.001	0.0007	0.0034	0.0	0.0017	0.9505	1.51794	0.0	0.541325	1e-06	0.558017	0.81509225	500.0	0.001767	
333.0	0.046	0.9526	0.0	0.0008	0.0008	0.003	0.0	0.0014	0.9511	1.517421	0.0	0.536343	0.0	0.567348	0.8124695	500.0	0.001767	
335.0	0.0467	0.9515	0.0	0.0011	0.0011	0.0041	0.0	0.0019	0.9493	1.516911	0.0	0.527879	0.0	0.584958	0.80997208	500.0	0.001768	
337.0	0.0477	0.9506	0.0	0.0009	0.0003	0.003	0.0	0.0018	0.9494	1.516442	0.0	0.516489	0.0	0.613332	0.80779084	500.0	0.001767	
339.0	0.0482	0.9505	0.0	0.0006	0.0006	0.0025	0.0	0.0013	0.9493	1.515974	0.0	0.504187	0.0	0.652289	0.80575063	500.0	0.001767	
341.0	0.0482	0.9503	0.0	0.0007	0.0008	0.003	0.0	0.0015	0.9488	1.515506	0.0	0.492787	0.0	0.698283	0.80323571	500.0	0.001767	
343.0	0.0495	0.9491	0.0	0.0007	0.0005	0.0026	0.0	0.0014	0.9479	1.515038	0.0	0.482589	0.0	0.744628	0.79991644	500.0	0.001767	
345.0	0.0483	0.9492	0.0	0.0013	0.0006	0.0043	0.0	0.0025	0.9474	1.51457	0.0	0.46999	0.0	0.786993	0.79557665	500.0	0.001767	
347.0	0.0499	0.948	0.0	0.001	0.0008	0.0039	0.0	0.0022	0.9462	1.514123	0.0	0.451101	0.0	0.828142	0.79127231	500.0	0.001766	
349.0	0.0524	0.945	0.0	0.0013	0.0009	0.0048	0.0	0.0027	0.9429	1.513708	0.0	0.417682	0.0	0.873236	0.78960101	500.0	0.001766	
351.0	0.0563	0.941	0.0	0.0012	0.0007	0.0047	0.0	0.0028	0.9391	1.513292	0.0	0.363763	0.0	0.919522	0.79312464	500.0	0.001766	
353.0	0.0591	0.9369	0.0	0.0019	0.0006	0.0067	0.0	0.0043	0.9344	1.512878	0.0	0.31295	0.0	0.964692	0.79732876	500.0	0.001765	
355.0	0.0619	0.9348	0.0	0.0015	0.0012	0.0061	0.0	0.0034	0.932	1.51249	0.0	0.278705	0.0	1.001592	0.7946407	500.0	0.001765	
357.0	0.0641	0.9329	0.0	0.0014	0.0012	0.0058	0.0	0.0031	0.9302	1.512126	0.0	0.260973	0.0	1.023893	0.78069002	500.0	0.001765	
359.0	0.0672	0.9298	0.0	0.0014	0.0015	0.0059	0.0	0.0031	0.9269	1.511727	0.0	0.2695	0.0	1.032362	0.74956659	500.0	0.001765	
361.0	0.0755	0.9212	0.0	0.0014	0.0012	0.0059	0.0	0.0033	0.9186	1.511312	0.0	0.279867	0.0	1.022028	0.693233	500.0	0.001765	
363.0	0.0927	0.9025	0.0	0.0021	0.0016	0.0087	0.0	0.005	0.8987	1.510934	0.0	0.202993	0.0	0.96148	0.65401978	500.0	0.001765	
365.0	0.1104	0.8845	0.0	0.0021	0.002	0.0094	0.0	0.0052	0.8803	1.510574	0.0	0.160371	0.0	0.939258	0.60897095	500.0	0.001765	
367.0	0.1369	0.8559	0.0	0.0029	0.0025	0.0127	0.0	0.0073	0.8505	1.510248	0.0	0.141171	0.0	0.980986	0.54948376	500.0	0.001765	
369.0	0.1589	0.8342	0.0	0.0028	0.0025	0.0124	0.0	0.007	0.8289	1.509935	0.0	0.126798	0.0	1.050794	0.4929481	500.0	0.001765	
371.0	0.1923	0.8001	0.0	0.003	0.0023	0.0129	0.0	0.0077	0.7949	1.509578	0.0	0.100568	0.0	1.036718	0.47014055	500.0	0.001765	
373.0	0.2123	0.7762	0.0	0.0043	0.0034	0.0192	0.0	0.0115	0.7685	1.509217	0.0	0.072678	0.0	0.942555	0.48395927	500.0	0.001765	
375.0	0.2237	0.7597	0.0	0.0059	0.0057	0.0283	0.0	0.0167	0.7481	1.5089	0.0	0.054466	0.0	0.857079	0.50483182	500.0	0.001765	
377.0	0.2433	0.7387	0.0	0.0065	0.006	0.0309	0.0	0.0183	0.7262	1.508588	0.0	0.043992	0.0	0.799799	0.51482084	500.0	0.001765	
379.0	0.2525	0.73	0.0	0.0063	0.0071	0.0311	0.0	0.0177	0.7166	1.508276	0.0	0.03827	0.0	0.768087	0.50838908	500.0	0.001765	
381.0	0.2672	0.7133	0.0	0.0068	0.0059	0.0322	0.0	0.0195	0.7005	1.507981	0.0	0.03632	0.0	0.769703	0.48148681	500.0	0.001766	
383.0	0.2818	0.6993	0.0	0.0064	0.0056	0.031	0.0	0.019	0.6874	1.50771	0.0	0.038894	0.0	0.83327	0.42344354	500.0	0.001766	
385.0	0.3133	0.669	0.0	0.0059	0.0067	0.0305	0.0	0.0179	0.6564	1.507433	0.0	0.044226	0.0	0.959148	0.32145329	500.0	0.001767	
387.0	0.3499	0.6299	0.0	0.0066	0.0055	0.0325	0.0	0.0205	0.6178	1.507128	0.0	0.035451	0.0	0.890549	0.2269954	500.0	0.001767	
389.0	0.3954	0.5772	0.0	0.0087	0.0065	0.0432	0.0	0.0279	0.5619	1.506836	0.0	0.021719	0.0	0.719629	0.20458917	500.0	0.001768	
391.0	0.4314	0.5343	0.0	0.0109	0.0121	0.0577	0.0	0.0348	0.5114	1.50657	0.0	0.014711	0.0	0.653162	0.21553089	500.0	0.001768	
393.0	0.4627	0.4925	0.0	0.0139	0.0156	0.0754	0.0	0.0458	0.463	1.50631	0.0	0.011084	0.0	0.653962	0.23252178	500.0	0.001769	
395.0	0.5046	0.4447	0.0	0.0153	0.0152	0.0822	0.0	0.0517	0.4142	1.50605	0.0	0.008824	0.0	0.689134	0.24947173	500.0	0.00177	
397.0	0.5214	0.4207	0.0	0.0171	0.0214	0.0977	0.0	0.0591	0.3822	1.50579	0.0	0.007254	0.0	0.740914	0.26398092	500.0	0.00177	
399.0	0.5588	0.3811	0.0	0.017	0.0227	0.1009	0.0	0.0612	0.3414	1.50553	0.0	0.006044	0.0	0.796664	0.27489259	500.0	0.001771	
401.0	0.5977	0.3392	0.0	0.0177	0.0194	0.102	0.0	0.0649	0.3022	1.50528	0.0	0.005058	0.0	0.846002	0.2823194	500.0	0.001772	
403.0	0.6141	0.3202	0.0	0.0181	0.0242	0.1099	0.0	0.0677	0.278	1.50504	0.0	0.004246	0.0	0.881814	0.28738017	500.0	0.001772	
405.0	0.6212	0.3004	0.0	0.0211	0.0265	0.1274	0.0	0.0798	0.2528	1.5048	0.0	0.003538	0.0	0.902259	0.29179819	500.0	0.001773	
407.0	0.6448	0.2726	0.0	0.0218	0.0254	0.1318	0.0	0.0846	0.2254	1.504562	0.0	0.00298	0.0	0.910453	0.29724097	500.0	0.001774	
409.0	0.6481	0.2601	0.0	0.0237	0.0292	0.1469	0.0	0.094	0.2072	1.504324	0.0	0.002512	0.0	0.913234	0.30509399	500.0	0.001775	
411.0	0.6682	0.2383	0.0	0.0236	0.0315	0.1519	0.0	0.0968	0.1832	1.504086	0.0	0.002151	0.0	0.918013	0.31578495	500.0	0.001776	
413.0	0.6705	0.2303	0.0	0.0242	0.0363	0.1627	0.0	0.1022	0.1698	1.503848	0.0	0.001874	0.0	0.931415	0.3287754	500.0	0.001776	
415.0	0.6788	0.2152	0.0	0.0255	0.0356	0.1707	0.0	0.1096	0.1541	1.503611	0.0	0.001669	0.0	0.958577	0.34236722	500.0	0.001777	
417.0	0.6959	0.1994	0.0	0.0242	0.0344	0.1651	0.0	0.1065	0.1407	1.503394	0.0	0.001518	0.0	1.002941	0.35385842	500.0	0.001778	
419.0	0.698	0.1956	0.0	0.0242	0.0341	0.1678	0.0	0.1096	0.1373	1.503191	0.0	0.001412	0.0	1.064141	0.35975396	500.0	0.001778	
421.0	0.7073	0.1877	0.0	0.023	0.0336	0.1649	0.0	0.1082	0.1311	1.50299	0.0	0.001318	0.0	1.133775	0.35701021	500.0	0.001779	
423.0	0.723	0.1735	0.0	0.0224	0.0309	0.1598	0.0	0.1065	0.1202	1.502788	0.0	0.001213	0.0	1.189644	0.34525756	500.0	0.00178	
425.0	0.7297	0.1591	0.0	0.0235	0.0344	0.1725	0.0	0.1146	0.1012	1.502587	0.0	0.001063	0.0	1.204027	0.32940361	500.0	0.001781	
427.0	0.7315	0.1501	0.0	0.0237	0.0323	0.1774	0.0	0.1213	0.0941	1.502387	0.0	0.000876	0.0	1.170959	0.318865	500.0	0.001781	
429.0	0.7328	0.1444	0.0	0.0244	0.0403	0.1919	0.0	0.1272	0.0797	1.502204	0.0	0.000694	0.0	1.116627	0.32163835	500.0	0.001781	
431.0	0.7348	0.1312	0.0	0.0258	0.0394	0.2031	0.0	0.1378	0.066	1.502022	0.0	0.000543	0.0	1.070728	0.33879998	500.0	0.00178	
433.0	0.7334	0.1245	0.0	0.0267	0.0418	0.2161	0.0	0.1475	0.0559	1.501839	0.0	0.000428	0.0	1.046174	0.36571593	500.0	0.001779	
435.0	0.7362	0.1211	0.0	0.0261	0.0461	0.2204	0.0	0.1482	0.0488	1.501656	0.0	0.000343	0.0	1.042886	0.396467	500.0	0.001777	
437.0	0.7233	0.1155	0.0	0.0288	0.0442	0.2409	0.0	0.1679	0.0426	1.501473	0.0	0.000279	0.0	1.056275	0.42674547	500.0	0.001774	
439.0	0.7371	0.1083	0.0	0.0264	0.0449	0.2322	0.0	0.1609	0.037	1.501301	0.0	0.000231	0.0	1.081481	0.45423013	500.0	0.001769	
441.0	0.7402	0.1009	0.0	0.0263	0.0452	0.2356	0.0	0.1642	0.0295	1.501137	0.0	0.000193	0.0	1.11456	0.47806999	500.0	0.001763	
443.0	0.7379	0.1051	0.0	0.0257	0.0485	0.2378	0.0	0.1636	0.0309	1.500972	0.0	0.000163	0.0	1.152421	0.49815038	500.0	0.001757	
445.0	0.7366	0.1012	0.0	0.0255	0.0502	0.2435	0.0	0.1678	0.0255	1.500807	0.0	0.000139	0.0	1.192967	0.51485425	500.0	0.00175	
447.0	0.7416	0.0973	0.0	0.0241	0.0513	0.2425	0.0	0.1671	0.0219	1.500642	0.0	0.000119	0.0	1.234705	0.5286792	500.0	0.00174	
449.0	0.7387	0.094	0.0	0.0244	0.0471	0.246	0.0	0.1745	0.0225	1.500481	0.0	0.000103	0.0	1.276517	0.54009471	500.0	0.001723	
451.0	0.747	0.0911	0.0	0.0227	0.0473	0.2398	0.0	0.1698	0.0211	1.500334	0.0	8.9e-05	0.0	1.317787	0.54957764	500.0	0.001694	
453.0	0.7502	0.0847	0.0	0.0224	0.0454	0.2405	0.0	0.1726	0.0169	1.500187	0.0	7.7e-05	0.0	1.35808	0.55748098	500.0	0.001647	
455.0	0.7489	0.085	0.0	0.0217	0.0443	0.2385	0.0	0.1725	0.019	1.500041	0.0	6.8e-05	0.0	1.397309	0.56412222	500.0	0.001579	
457.0	0.7683	0.0769	0.0	0.0193	0.0422	0.2223	0.0	0.1608	0.0153	1.499895	0.0	6e-05	0.0	1.435527	0.56973248	500.0	0.001499	
459.0	0.78	0.0738	0.0	0.0174	0.0409	0.2109	0.0	0.1526	0.0155	1.499748	0.0	5.3e-05	0.0	1.472935	0.57447757	500.0	0.001348	
461.0	0.8039	0.0637	0.0	0.0154	0.036	0.1888	0.0	0.1374	0.0122	1.499602	0.0	4.7e-05	0.0	1.50993	0.57849143	500.0	0.001039	
463.0	0.8468	0.0583	0.0	0.0114	0.0307	0.1465	0.0031	0.1046	0.0162	1.499456	0.0	4.2e-05	0.0	1.546874	0.5818305	500.0	0.000556	
465.0	0.967	0.0417	0.0011	0.0008	0.0015	0.0093	0.0155	0.0071	0.0394	1.499309	0.0	3.7e-05	0.0	1.583851	0.58448102	500.0	1e-05	
467.0	0.9866	0.0359	0.0011	0.0	0.0	0.0	0.0234	0.0	0.0359	1.499163	0.0	3.4e-05	0.0	1.620452	0.58627713	500.0	0.0	
469.0	0.993	0.0321	0.0019	0.0	0.0	0.0	0.0266	0.0	0.0321	1.499016	0.0	3e-05	0.0	1.656917	0.58732979	500.0	0.0	
471.0	0.9982	0.0328	0.0019	0.0	0.0	0.0	0.0325	0.0	0.0328	1.498875	0.0	2.8e-05	0.0	1.692952	0.58752024	500.0	0.0	
473.0	1.0081	0.0287	0.0031	0.0	0.0	0.0	0.0395	0.0	0.0287	1.498746	0.0	2.5e-05	0.0	1.72746	0.58682519	500.0	0.0	
475.0	1.0127	0.0326	0.003	0.0	0.0	0.0	0.0477	0.0	0.0326	1.498618	0.0	2.3e-05	0.0	1.758953	0.58522381	500.0	0.0	
477.0	1.025	0.0268	0.0023	0.0	0.0	0.0	0.0536	0.0	0.0268	1.49849	0.0	2.1e-05	0.0	1.785621	0.58276193	500.0	0.0	
479.0	1.0332	0.0248	0.0026	0.0	0.0	0.0	0.0597	0.0	0.0248	1.498362	0.0	1.9e-05	0.0	1.80525	0.57970698	500.0	0.0	
481.0	1.0389	0.0239	0.0024	0.0	0.0	0.0	0.0644	0.0	0.0239	1.498234	0.0	1.7e-05	0.0	1.816136	0.57629353	500.0	0.0	
483.0	1.0467	0.0223	0.0026	0.0	0.0	0.0	0.0711	0.0	0.0223	1.49812	0.0	1.5e-05	0.0	1.817274	0.57302588	500.0	0.0	
485.0	1.0651	0.0207	0.004	0.0	0.0	0.0	0.0889	0.0	0.0207	1.49801	0.0	1.3e-05	0.0	1.808934	0.57036647	500.0	0.0	
487.0	1.0795	0.0184	0.0047	0.0	0.0	0.0	0.1011	0.0	0.0184	1.4979	0.0	1.2e-05	0.0	1.792638	0.5688424	500.0	0.0	
489.0	1.0754	0.0157	0.0044	0.0	0.0	0.0	0.0938	0.0	0.0157	1.49779	0.0	1e-05	0.0	1.771104	0.56878299	500.0	0.0	
491.0	1.0841	0.0157	0.0049	0.0	0.0	0.0	0.1027	0.0	0.0157	1.49768	0.0	9e-06	0.0	1.747073	0.57046555	500.0	0.0	
493.0	1.0838	0.0145	0.0066	0.0	0.0	0.0	0.1024	0.0	0.0145	1.49757	0.0	8e-06	0.0	1.723466	0.57389296	500.0	0.0	
495.0	1.0799	0.0132	0.0066	0.0	0.0	0.0	0.0976	0.0	0.0132	1.497461	0.0	7e-06	0.0	1.702331	0.57889396	500.0	0.0	
497.0	1.0835	0.0108	0.0087	0.0	0.0	0.0	0.1	0.0	0.0108	1.497351	0.0	6e-06	0.0	1.684977	0.58523755	500.0	0.0	
499.0	1.0935	0.0104	0.0092	0.0	0.0	0.0	0.1098	0.0	0.0104	1.497241	0.0	5e-06	0.0	1.672149	0.59255815	500.0	0.0	
501.0	1.0975	0.008	0.011	0.0	0.0	0.0	0.1138	0.0	0.008	1.497131	0.0	4e-06	0.0	1.663895	0.60056721	500.0	0.0	
503.0	1.1015	0.0074	0.009	0.0	0.0	0.0	0.1146	0.0	0.0074	1.497021	0.0	4e-06	0.0	1.660129	0.60888546	500.0	0.0	
505.0	1.0954	0.0076	0.0137	0.0	0.0	0.0	0.1126	0.0	0.0076	1.496912	0.0	3e-06	0.0	1.660375	0.61727502	500.0	0.0	
507.0	1.0949	0.0056	0.0125	0.0	0.0	0.0	0.1093	0.0	0.0056	1.496802	0.0	3e-06	0.0	1.6641	0.6255877	500.0	0.0	
509.0	1.0893	0.0046	0.0134	0.0	0.0	0.0	0.1036	0.0	0.0046	1.496692	0.0	2e-06	0.0	1.670924	0.63355407	500.0	0.0	
511.0	1.0911	0.005	0.0138	0.0	0.0	0.0	0.1058	0.0	0.005	1.496582	0.0	2e-06	0.0	1.680272	0.641129	500.0	0.0	
513.0	1.0869	0.0043	0.014	0.0	0.0	0.0	0.1012	0.0	0.0043	1.496474	0.0	2e-06	0.0	1.691826	0.6482095	500.0	0.0	
515.0	1.0871	0.0042	0.0132	0.0	0.0	0.0	0.1005	0.0	0.0042	1.496372	0.0	2e-06	0.0	1.70508	0.65474908	500.0	0.0	
517.0	1.0857	0.0041	0.0119	0.0	0.0	0.0	0.0987	0.0	0.0041	1.496277	0.0	2e-06	0.0	1.719634	0.66079525	500.0	0.0	
519.0	1.0894	0.0029	0.0144	0.0	0.0	0.0	0.1025	0.0	0.0029	1.496186	0.0	1e-06	0.0	1.73539	0.66625204	500.0	0.0	
521.0	1.0806	0.0023	0.0126	0.0	0.0	0.0	0.0923	0.0	0.0023	1.496094	0.0	1e-06	0.0	1.751912	0.67119274	500.0	0.0	
523.0	1.0652	0.0027	0.0133	0.0	0.0	0.0	0.0782	0.0	0.0027	1.496003	0.0	1e-06	0.0	1.76912	0.67560226	500.0	0.0	
525.0	1.0627	0.0026	0.0128	0.0	0.0	0.0	0.0758	0.0	0.0026	1.495915	0.0	1e-06	0.0	1.786786	0.67951483	500.0	0.0	
527.0	1.0596	0.0028	0.0116	0.0	0.0	0.0	0.0712	0.0	0.0028	1.495837	0.0	1e-06	0.0	1.804699	0.68299496	500.0	0.0	
529.0	1.0533	0.0019	0.0132	0.0	0.0	0.0	0.066	0.0	0.0019	1.495763	0.0	1e-06	0.0	1.822895	0.6860023	500.0	0.0	
531.0	1.0468	0.0016	0.0119	0.0	0.0	0.0	0.0579	0.0	0.0016	1.49569	0.0	1e-06	0.0	1.841042	0.68863633	500.0	0.0	
533.0	1.0481	0.0016	0.0101	0.0	0.0	0.0	0.0576	0.0	0.0016	1.495617	0.0	1e-06	0.0	1.859121	0.69091659	500.0	0.0	
535.0	1.0397	0.0018	0.0133	0.0	0.0	0.0	0.0531	0.0	0.0018	1.495544	0.0	1e-06	0.0	1.877141	0.6928043	500.0	0.0	
537.0	1.0337	0.0016	0.0144	0.0	0.0	0.0	0.0484	0.0	0.0016	1.49547	0.0	1e-06	0.0	1.894833	0.69440134	500.0	0.0	
539.0	1.0311	0.0012	0.0138	0.0	0.0	0.0	0.0438	0.0	0.0012	1.495397	0.0	1e-06	0.0	1.912233	0.69568873	500.0	0.0	
541.0	1.0338	0.0015	0.0109	0.0	0.0	0.0	0.0444	0.0	0.0015	1.495324	0.0	0.0	0.0	1.929204	0.69667642	500.0	0.0	
543.0	1.0268	0.0006	0.0148	0.0	0.0	0.0	0.0403	0.0	0.0006	1.495251	0.0	0.0	0.0	1.945575	0.69741801	500.0	0.0	
545.0	1.0239	0.0009	0.0104	0.0	0.0	0.0	0.0338	0.0	0.0009	1.495178	0.0	0.0	0.0	1.961326	0.69789826	500.0	0.0	
547.0	1.0215	0.0011	0.0115	0.0	0.0	0.0	0.0329	0.0	0.0011	1.495104	0.0	0.0	0.0	1.976257	0.69813084	500.0	0.0	
549.0	1.0183	0.0013	0.0114	0.0	0.0	0.0	0.0301	0.0	0.0013	1.495031	0.0	0.0	0.0	1.990169	0.69815341	500.0	0.0	
551.0	1.0128	0.0005	0.0119	0.0	0.0	0.0	0.0243	0.0	0.0005	1.494958	0.0	0.0	0.0	2.003036	0.69794319	500.0	0.0	
553.0	1.0104	0.0008	0.011	0.0	0.0	0.0	0.021	0.0	0.0008	1.494885	0.0	0.0	0.0	2.014578	0.69751742	500.0	0.0	
555.0	1.0091	0.0012	0.0117	0.0	0.0	0.0	0.0208	0.0	0.0012	1.494812	0.0	0.0	0.0	2.02457	0.69691493	500.0	0.0	
557.0	1.0059	0.0011	0.011	0.0	0.0	0.0	0.0168	0.0	0.0011	1.494738	0.0	0.0	0.0	2.032974	0.696098	500.0	0.0	
559.0	1.0069	0.0003	0.0113	0.0	0.0	0.0	0.0177	0.0	0.0003	1.494665	0.0	0.0	0.0	2.039485	0.6950958	500.0	0.0	
561.0	1.0077	0.0005	0.0091	0.0	0.0	0.0	0.0167	0.0	0.0005	1.494592	0.0	0.0	0.0	2.043886	0.69394494	500.0	0.0	
563.0	1.0033	0.0004	0.01	0.0	0.0	0.0	0.013	0.0	0.0004	1.494519	0.0	0.0	0.0	2.046192	0.69261365	500.0	0.0	
565.0	1.0021	0.0005	0.0108	0.0	0.0	0.0	0.013	0.0	0.0005	1.494446	0.0	0.0	0.0	2.046156	0.69113522	500.0	0.0	
567.0	0.9982	0.0003	0.0123	0.0	0.0	0.0	0.0101	0.0	0.0003	1.494372	0.0	0.0	0.0	2.043672	0.68954867	500.0	0.0	
569.0	0.9994	0.0001	0.0108	0.0	0.0	0.0	0.0098	0.0	0.0001	1.494307	0.0	0.0	0.0	2.03885	0.68784594	500.0	0.0	
571.0	0.9978	0.0006	0.0104	0.0	0.0	0.0	0.0086	0.0	0.0006	1.494245	0.0	0.0	0.0	2.031632	0.68605421	500.0	0.0	
573.0	0.9981	0.0004	0.0099	0.0	0.0	0.0	0.0081	0.0	0.0004	1.49419	0.0	0.0	0.0	2.022089	0.68422305	500.0	0.0	
575.0	0.9962	0.0	0.0102	0.0	0.0	0.0	0.0063	0.0	0.0	1.494135	0.0	0.0	0.0	2.010486	0.68235518	500.0	0.0	
577.0	0.9966	0.0	0.0106	0.0	0.0	0.0	0.0072	0.0	0.0	1.49408	0.0	0.0	0.0	1.997029	0.68046372	500.0	0.0	
579.0	0.9959	0.0	0.0104	0.0	0.0	0.0	0.0058	0.0	0.0	1.494025	0.0	0.0	0.0	1.981879	0.67861621	500.0	0.0	
581.0	0.9958	0.0	0.0096	0.0	0.0	0.0	0.0053	0.0	0.0	1.49397	0.0	0.0	0.0	1.965416	0.6768265	500.0	0.0	
583.0	0.9943	0.0	0.0095	0.0	0.0	0.0	0.0037	0.0	0.0	1.493915	0.0	0.0	0.0	1.948075	0.67507676	500.0	0.0	
585.0	0.9938	0.0	0.0093	0.0	0.0	0.0	0.0031	0.0	0.0	1.493861	0.0	0.0	0.0	1.929942	0.67345463	500.0	0.0	
587.0	0.9917	0.0	0.0113	0.0	0.0	0.0	0.0028	0.0	0.0	1.493806	0.0	0.0	0.0	1.91139	0.67198701	500.0	0.0	
589.0	0.9928	0.0	0.0103	0.0	0.0	0.0	0.0029	0.0	0.0	1.493751	0.0	0.0	0.0	1.892922	0.67062169	500.0	0.0	
591.0	0.9933	0.0	0.0094	0.0	0.0	0.0	0.0026	0.0	0.0	1.493696	0.0	0.0	0.0	1.874583	0.66942323	500.0	0.0	
593.0	0.9936	0.0	0.009	0.0	0.0	0.0	0.0026	0.0	0.0	1.493641	0.0	0.0	0.0	1.856624	0.66841672	500.0	0.0	
595.0	0.9911	0.0	0.0107	0.0	0.0	0.0	0.0017	0.0	0.0	1.493586	0.0	0.0	0.0	1.839369	0.66757413	500.0	0.0	
597.0	0.9906	0.0	0.0112	0.0	0.0	0.0	0.0017	0.0	0.0	1.493531	0.0	0.0	0.0	1.822932	0.66689429	500.0	0.0	
599.0	0.9919	0.0	0.0099	0.0	0.0	0.0	0.0018	0.0	0.0	1.493476	0.0	0.0	0.0	1.807323	0.66641814	500.0	0.0	
601.0	0.9899	0.0	0.0115	0.0	0.0	0.0	0.0013	0.0	0.0	1.493421	0.0	0.0	0.0	1.792691	0.66613847	500.0	0.0	
603.0	0.9919	0.0	0.0095	0.0	0.0	0.0	0.0013	0.0	0.0	1.493367	0.0	0.0	0.0	1.779236	0.66599507	500.0	0.0	
605.0	0.9911	0.0	0.0106	0.0	0.0	0.0	0.0016	0.0	0.0	1.493312	0.0	0.0	0.0	1.766765	0.66603876	500.0	0.0	
