Sim 3

Light Normalized Radiosity: 91.84976%
Light Absorptance (heat generated by Stokes shift, Quantum Yield, non-fluorescent particles, and medium ): 7.14228%
Light Transmittance: 1.00796%
Stokes Shift Absorptance (converted to heat): 0.80895%
Quantum Yield Absorptance (converted to heat): 1.20085%
Total Fluorescent Absorptance (absorptance of photons by fluorescent particles): 5.99789%
Fluorescent Absorptance (converted to fluorescent emission): 3.98855%
Reflectance by Fluorescent Emission: 3.89554%
Non-Fluorescent Particles and Medium Absorptance (converted to heat): 5.13302%

Note: In the column headers below, the number in parentheses indicates the layer number for each attenuation coefficient (e.g., mu_s(1), mu_med(1), mu_a(1), mu_af(1) for layer 1)
Note: The units are based on micrometer
Wavelength	Normalized Radiosity	Absorptance	Transmittance	Stokes Shift Absorptance	Quantum Yield Absorptance	Total Fluorescent Absorptance	Reflectance (via fluorescent emission)	Fluorescent Absorptance	Non-Fluorescent Particles/Medium Absorptance	n_medium(1)	k_medium(1)	mu_a(non-fluorescent)(1)	mu_a(medium)(1)	mu_s(1)	g(1)	Thickness(1)	mu_a(fluorescent)1(1)
365.0	0.0958	0.7952	0.0	0.0445	0.0383	0.1932	0.0	0.1104	0.7125	1.510574	0.0	0.198829	0.0	1.21879	0.6259853	500.0	0.054695	
367.0	0.1185	0.7617	0.0	0.048	0.0428	0.2126	0.0	0.1218	0.671	1.510248	0.0	0.175024	0.0	1.27053	0.56834658	500.0	0.054693	
369.0	0.1382	0.7405	0.0	0.0475	0.0453	0.2155	0.0	0.1227	0.6478	1.509935	0.0	0.157206	0.0	1.357084	0.5128698	500.0	0.054694	
371.0	0.1564	0.6967	0.0	0.0562	0.0479	0.2525	0.0	0.1483	0.5926	1.509578	0.0	0.124685	0.0	1.339639	0.49124636	500.0	0.054695	
373.0	0.1679	0.6498	0.0	0.0686	0.0641	0.3171	0.0	0.1843	0.5173	1.509217	0.0	0.090107	0.0	1.2229	0.50646633	500.0	0.054696	
375.0	0.167	0.6204	0.0	0.079	0.0732	0.3682	0.0	0.216	0.4683	1.5089	0.0	0.067528	0.0	1.116933	0.5284592	500.0	0.054697	
377.0	0.1656	0.5896	0.0	0.0886	0.0843	0.4213	0.0	0.2483	0.4168	1.508588	0.0	0.054541	0.0	1.045921	0.53953422	500.0	0.054705	
379.0	0.1684	0.5693	0.0	0.0928	0.0871	0.4455	0.0	0.2656	0.3894	1.508276	0.0	0.047447	0.0	1.00661	0.53441552	500.0	0.054714	
381.0	0.1773	0.5532	0.0	0.0934	0.0908	0.4574	0.0	0.2731	0.3691	1.507981	0.0	0.045029	0.0	1.008617	0.5089117	500.0	0.054726	
383.0	0.1987	0.5512	0.0	0.0863	0.0874	0.4281	0.0	0.2544	0.3776	1.50771	0.0	0.048221	0.0	1.087431	0.45178233	500.0	0.054741	
385.0	0.2293	0.5391	0.0	0.0764	0.0729	0.3836	0.0	0.2343	0.3898	1.507433	0.0	0.054832	0.0	1.2435	0.35069381	500.0	0.054757	
387.0	0.2486	0.5037	0.0	0.0811	0.0851	0.4176	0.0	0.2513	0.3376	1.507128	0.0	0.043953	0.0	1.158454	0.26281601	500.0	0.054776	
389.0	0.248	0.4417	0.0	0.0997	0.0896	0.5045	0.0	0.3152	0.2525	1.506836	0.0	0.026927	0.0	0.946549	0.24971881	500.0	0.054796	
391.0	0.2459	0.414	0.0	0.107	0.1138	0.5661	0.0	0.3453	0.1933	1.50657	0.0	0.018238	0.0	0.864147	0.26427915	500.0	0.054815	
393.0	0.2537	0.3819	0.0	0.1117	0.1168	0.5971	0.0	0.3684	0.1533	1.50631	0.0	0.013742	0.0	0.865143	0.2801498	500.0	0.054833	
395.0	0.2649	0.3598	0.0	0.1124	0.1215	0.6143	0.0	0.3802	0.126	1.50605	0.0	0.01094	0.0	0.908754	0.29380363	500.0	0.054852	
397.0	0.2755	0.347	0.0	0.1106	0.1288	0.6227	0.0	0.3831	0.1076	1.50579	0.0	0.008993	0.0	0.972955	0.30458022	500.0	0.054872	
399.0	0.2879	0.3262	0.0	0.11	0.1229	0.6246	0.0	0.3916	0.0933	1.50553	0.0	0.007493	0.0	1.042078	0.3122329	500.0	0.054893	
401.0	0.2975	0.3135	0.0	0.1085	0.1255	0.6285	0.0	0.3944	0.0795	1.50528	0.0	0.006271	0.0	1.103252	0.31722647	500.0	0.054914	
403.0	0.3015	0.3092	0.0	0.107	0.1327	0.6352	0.0	0.3955	0.0695	1.50504	0.0	0.005264	0.0	1.147657	0.32070052	500.0	0.054939	
405.0	0.3008	0.2948	0.0	0.1077	0.129	0.6472	0.0	0.4103	0.0581	1.5048	0.0	0.004387	0.0	1.173009	0.32419745	500.0	0.054964	
407.0	0.3063	0.2894	0.0	0.1054	0.1328	0.6487	0.0	0.4105	0.0513	1.504562	0.0	0.003695	0.0	1.183174	0.32911598	500.0	0.054989	
409.0	0.3052	0.2752	0.0	0.1064	0.1269	0.6582	0.0	0.4248	0.042	1.504324	0.0	0.003114	0.0	1.186629	0.33652075	500.0	0.055015	
411.0	0.3001	0.2759	0.0	0.1057	0.1287	0.6648	0.0	0.4304	0.0415	1.504086	0.0	0.002667	0.0	1.192561	0.34657201	500.0	0.055038	
413.0	0.3075	0.2762	0.0	0.1008	0.1389	0.6623	0.0	0.4226	0.0365	1.503848	0.0	0.002323	0.0	1.209183	0.35855877	500.0	0.055059	
415.0	0.3098	0.2683	0.0	0.0996	0.1395	0.6672	0.0	0.428	0.0292	1.503611	0.0	0.002069	0.0	1.242866	0.37075205	500.0	0.055078	
417.0	0.3144	0.2613	0.0	0.0976	0.1381	0.6659	0.0	0.4302	0.0257	1.503394	0.0	0.001882	0.0	1.297876	0.38056155	500.0	0.055096	
419.0	0.3234	0.2525	0.0	0.0947	0.1323	0.6572	0.0	0.4301	0.0255	1.503191	0.0	0.00175	0.0	1.373761	0.38475291	500.0	0.055118	
421.0	0.3315	0.2526	0.0	0.091	0.1355	0.6491	0.0	0.4225	0.0262	1.50299	0.0	0.001634	0.0	1.460109	0.3806405	500.0	0.055147	
423.0	0.339	0.2379	0.0	0.0897	0.126	0.6442	0.0	0.4284	0.0222	1.502788	0.0	0.001504	0.0	1.529399	0.36824571	500.0	0.055175	
425.0	0.3476	0.2318	0.0	0.0869	0.1244	0.6381	0.0	0.4268	0.0206	1.502587	0.0	0.001318	0.0	1.547265	0.35269808	500.0	0.055194	
427.0	0.343	0.2334	0.0	0.0857	0.1274	0.6437	0.0	0.4307	0.0204	1.502387	0.0	0.001087	0.0	1.506306	0.34319054	500.0	0.055203	
429.0	0.3365	0.225	0.0	0.0855	0.1227	0.6524	0.0	0.444	0.0168	1.502204	0.0	0.000861	0.0	1.43899	0.34701511	500.0	0.0552	
431.0	0.3265	0.2328	0.0	0.0838	0.1348	0.666	0.0	0.4473	0.0142	1.502022	0.0	0.000674	0.0	1.382142	0.36456635	500.0	0.055184	
433.0	0.3229	0.2288	0.0	0.0828	0.1318	0.6696	0.0	0.455	0.0142	1.501839	0.0	0.00053	0.0	1.351781	0.39100489	500.0	0.055144	
435.0	0.3097	0.2277	0.0	0.0825	0.133	0.6846	0.0	0.4691	0.0122	1.501656	0.0	0.000425	0.0	1.347807	0.42061893	500.0	0.055077	
437.0	0.3128	0.2294	0.0	0.0797	0.1389	0.6831	0.0	0.4645	0.0108	1.501473	0.0	0.000346	0.0	1.364533	0.44942671	500.0	0.054976	
439.0	0.301	0.2277	0.0	0.0791	0.1385	0.6957	0.0	0.478	0.0101	1.501301	0.0	0.000286	0.0	1.395941	0.4753665	500.0	0.054831	
441.0	0.2977	0.2315	0.0	0.077	0.1444	0.6992	0.0	0.4778	0.0101	1.501137	0.0	0.000239	0.0	1.437138	0.49773721	500.0	0.054639	
443.0	0.2979	0.2279	0.0	0.0748	0.1437	0.6999	0.0	0.4813	0.0094	1.500972	0.0	0.000202	0.0	1.484226	0.51648128	500.0	0.054464	
445.0	0.2983	0.2242	0.0	0.0731	0.142	0.6998	0.0	0.4847	0.0091	1.500807	0.0	0.000172	0.0	1.534675	0.53201926	500.0	0.054237	
447.0	0.3053	0.2169	0.0	0.0704	0.1364	0.6921	0.0	0.4852	0.01	1.500642	0.0	0.000148	0.0	1.586667	0.54484805	500.0	0.053923	
449.0	0.3055	0.2181	0.0	0.0679	0.1398	0.6925	0.0	0.4849	0.0104	1.500481	0.0	0.000127	0.0	1.638899	0.55543805	500.0	0.053409	
451.0	0.3057	0.2141	0.0	0.0661	0.1399	0.6933	0.0	0.4873	0.0081	1.500334	0.0	0.00011	0.0	1.690779	0.56427226	500.0	0.052495	
453.0	0.3109	0.2124	0.0	0.0625	0.1404	0.6874	0.0	0.4845	0.0094	1.500187	0.0	9.6e-05	0.0	1.741841	0.57169235	500.0	0.051055	
455.0	0.3204	0.2052	0.0	0.0602	0.1372	0.6788	0.0	0.4814	0.0078	1.500041	0.0	8.4e-05	0.0	1.792131	0.57801549	500.0	0.048942	
457.0	0.3342	0.2003	0.0	0.056	0.136	0.6648	0.0	0.4727	0.0082	1.499895	0.0	7.4e-05	0.0	1.84139	0.5833942	500.0	0.046468	
459.0	0.3501	0.1892	0.0	0.0537	0.1265	0.649	0.0	0.4687	0.0089	1.499748	0.0	6.5e-05	0.0	1.891537	0.58824668	500.0	0.041794	
461.0	0.3888	0.1782	0.0	0.0484	0.1199	0.6101	0.0	0.4418	0.0098	1.499602	0.0	5.8e-05	0.0	1.945131	0.59298995	500.0	0.032219	
463.0	0.4966	0.1489	0.0	0.0407	0.0986	0.5103	0.0064	0.3728	0.0093	1.499456	0.0	5.2e-05	0.0	2.003882	0.59763367	500.0	0.017248	
465.0	0.9446	0.0494	0.0	0.0089	0.0203	0.1018	0.059	0.074	0.0201	1.499309	0.0	4.6e-05	0.0	2.063293	0.60174741	500.0	0.000322	
467.0	1.057	0.0396	0.0005	0.0	0.0	0.0	0.0969	0.0	0.0396	1.499163	0.0	4.2e-05	0.0	2.110232	0.6026025	500.0	0.0	
469.0	1.0791	0.0353	0.0003	0.0	0.0	0.0	0.1147	0.0	0.0353	1.499016	0.0	3.8e-05	0.0	2.153502	0.60361344	500.0	0.0	
471.0	1.1054	0.0339	0.0008	0.0	0.0	0.0	0.1398	0.0	0.0339	1.498875	0.0	3.4e-05	0.0	2.198789	0.603322	500.0	0.0	
473.0	1.1267	0.0309	0.0006	0.0	0.0	0.0	0.158	0.0	0.0309	1.498746	0.0	3.1e-05	0.0	2.240964	0.60228741	500.0	0.0	
475.0	1.1545	0.0295	0.0007	0.0	0.0	0.0	0.1844	0.0	0.0295	1.498618	0.0	2.8e-05	0.0	2.280165	0.60065184	500.0	0.0	
477.0	1.1841	0.0282	0.0008	0.0	0.0	0.0	0.2129	0.0	0.0282	1.49849	0.0	2.6e-05	0.0	2.314511	0.59754188	500.0	0.0	
479.0	1.2103	0.0281	0.0019	0.0	0.0	0.0	0.2398	0.0	0.0281	1.498362	0.0	2.3e-05	0.0	2.337563	0.59506626	500.0	0.0	
481.0	1.2296	0.0248	0.0018	0.0	0.0	0.0	0.2556	0.0	0.0248	1.498234	0.0	2.1e-05	0.0	2.351089	0.59155904	500.0	0.0	
483.0	1.2578	0.022	0.0025	0.0	0.0	0.0	0.2815	0.0	0.022	1.49812	0.0	1.9e-05	0.0	2.352721	0.58865205	500.0	0.0	
485.0	1.3243	0.0218	0.003	0.0	0.0	0.0	0.3479	0.0	0.0218	1.49801	0.0	1.6e-05	0.0	2.343165	0.58598988	500.0	0.0	
487.0	1.3681	0.0195	0.0037	0.0	0.0	0.0	0.3901	0.0	0.0195	1.4979	0.0	1.4e-05	0.0	2.32272	0.58495167	500.0	0.0	
489.0	1.3737	0.0182	0.0031	0.0	0.0	0.0	0.3939	0.0	0.0182	1.49779	0.0	1.3e-05	0.0	2.298467	0.58477608	500.0	0.0	
491.0	1.3838	0.0176	0.0039	0.0	0.0	0.0	0.4037	0.0	0.0176	1.49768	0.0	1.1e-05	0.0	2.267464	0.58692593	500.0	0.0	
493.0	1.3846	0.0156	0.004	0.0	0.0	0.0	0.4027	0.0	0.0156	1.49757	0.0	9e-06	0.0	2.239093	0.59068374	500.0	0.0	
495.0	1.3677	0.014	0.0048	0.0	0.0	0.0	0.3844	0.0	0.014	1.497461	0.0	8e-06	0.0	2.213915	0.59546256	500.0	0.0	
497.0	1.3901	0.0127	0.0057	0.0	0.0	0.0	0.4063	0.0	0.0127	1.497351	0.0	7e-06	0.0	2.192311	0.6021405	500.0	0.0	
499.0	1.414	0.0107	0.0073	0.0	0.0	0.0	0.4294	0.0	0.0107	1.497241	0.0	6e-06	0.0	2.177796	0.60906872	500.0	0.0	
501.0	1.425	0.0106	0.0081	0.0	0.0	0.0	0.4408	0.0	0.0106	1.497131	0.0	5e-06	0.0	2.167396	0.61713988	500.0	0.0	
503.0	1.4302	0.0106	0.0085	0.0	0.0	0.0	0.4459	0.0	0.0106	1.497021	0.0	5e-06	0.0	2.164727	0.62506379	500.0	0.0	
505.0	1.4252	0.008	0.0097	0.0	0.0	0.0	0.4392	0.0	0.008	1.496912	0.0	4e-06	0.0	2.166484	0.63270291	500.0	0.0	
507.0	1.4095	0.0072	0.0096	0.0	0.0	0.0	0.4221	0.0	0.0072	1.496802	0.0	3e-06	0.0	2.170289	0.6413941	500.0	0.0	
509.0	1.3964	0.0076	0.0109	0.0	0.0	0.0	0.4113	0.0	0.0076	1.496692	0.0	3e-06	0.0	2.179931	0.64879532	500.0	0.0	
511.0	1.4024	0.0057	0.0102	0.0	0.0	0.0	0.4143	0.0	0.0057	1.496582	0.0	3e-06	0.0	2.191608	0.65622921	500.0	0.0	
513.0	1.3911	0.0055	0.0115	0.0	0.0	0.0	0.4047	0.0	0.0055	1.496474	0.0	2e-06	0.0	2.208172	0.66275775	500.0	0.0	
515.0	1.3815	0.0057	0.0102	0.0	0.0	0.0	0.3936	0.0	0.0057	1.496372	0.0	2e-06	0.0	2.226082	0.66851135	500.0	0.0	
517.0	1.3623	0.0044	0.0119	0.0	0.0	0.0	0.3744	0.0	0.0044	1.496277	0.0	2e-06	0.0	2.242993	0.67500229	500.0	0.0	
519.0	1.3864	0.004	0.0127	0.0	0.0	0.0	0.398	0.0	0.004	1.496186	0.0	2e-06	0.0	2.264231	0.67983512	500.0	0.0	
521.0	1.3315	0.0028	0.0107	0.0	0.0	0.0	0.3421	0.0	0.0028	1.496094	0.0	2e-06	0.0	2.284305	0.68474731	500.0	0.0	
523.0	1.296	0.0036	0.0117	0.0	0.0	0.0	0.3086	0.0	0.0037	1.496003	0.0	1e-06	0.0	2.307079	0.68892015	500.0	0.0	
525.0	1.2796	0.0032	0.0114	0.0	0.0	0.0	0.2908	0.0	0.0032	1.495915	0.0	1e-06	0.0	2.330069	0.69233419	500.0	0.0	
527.0	1.2659	0.0021	0.0112	0.0	0.0	0.0	0.276	0.0	0.0021	1.495837	0.0	1e-06	0.0	2.351728	0.69594649	500.0	0.0	
529.0	1.2509	0.002	0.0099	0.0	0.0	0.0	0.2599	0.0	0.002	1.495763	0.0	1e-06	0.0	2.377348	0.69819327	500.0	0.0	
531.0	1.2251	0.0019	0.0107	0.0	0.0	0.0	0.2352	0.0	0.0019	1.49569	0.0	1e-06	0.0	2.399432	0.70067895	500.0	0.0	
533.0	1.2166	0.0022	0.0094	0.0	0.0	0.0	0.225	0.0	0.0022	1.495617	0.0	1e-06	0.0	2.420993	0.70334418	500.0	0.0	
535.0	1.1959	0.0019	0.0123	0.0	0.0	0.0	0.2077	0.0	0.0019	1.495544	0.0	1e-06	0.0	2.445242	0.70464504	500.0	0.0	
537.0	1.1903	0.0009	0.0116	0.0	0.0	0.0	0.2003	0.0	0.0009	1.49547	0.0	1e-06	0.0	2.466141	0.70636861	500.0	0.0	
539.0	1.1681	0.0014	0.0094	0.0	0.0	0.0	0.1772	0.0	0.0014	1.495397	0.0	1e-06	0.0	2.488227	0.70766714	500.0	0.0	
541.0	1.1513	0.0013	0.0106	0.0	0.0	0.0	0.1611	0.0	0.0013	1.495324	0.0	1e-06	0.0	2.510129	0.70829935	500.0	0.0	
543.0	1.139	0.0016	0.0104	0.0	0.0	0.0	0.1492	0.0	0.0016	1.495251	0.0	1e-06	0.0	2.52961	0.70912329	500.0	0.0	
545.0	1.1229	0.0008	0.0112	0.0	0.0	0.0	0.1333	0.0	0.0008	1.495178	0.0	0.0	0.0	2.55002	0.70949752	500.0	0.0	
547.0	1.116	0.0003	0.0095	0.0	0.0	0.0	0.1242	0.0	0.0003	1.495104	0.0	0.0	0.0	2.569019	0.70943182	500.0	0.0	
549.0	1.0961	0.0011	0.011	0.0	0.0	0.0	0.1067	0.0	0.0011	1.495031	0.0	0.0	0.0	2.585089	0.70962501	500.0	0.0	
551.0	1.0906	0.0005	0.0081	0.0	0.0	0.0	0.0982	0.0	0.0005	1.494958	0.0	0.0	0.0	2.602107	0.70925119	500.0	0.0	
553.0	1.0781	0.0006	0.0089	0.0	0.0	0.0	0.0866	0.0	0.0006	1.494885	0.0	0.0	0.0	2.616724	0.7085523	500.0	0.0	
555.0	1.0685	0.001	0.0082	0.0	0.0	0.0	0.0767	0.0	0.001	1.494812	0.0	0.0	0.0	2.627445	0.70822453	500.0	0.0	
557.0	1.0627	0.0008	0.0082	0.0	0.0	0.0	0.071	0.0	0.0008	1.494738	0.0	0.0	0.0	2.638912	0.70724025	500.0	0.0	
559.0	1.0546	0.0004	0.0082	0.0	0.0	0.0	0.0621	0.0	0.0004	1.494665	0.0	0.0	0.0	2.647108	0.70601517	500.0	0.0	
561.0	1.0464	0.0001	0.01	0.0	0.0	0.0	0.0555	0.0	0.0001	1.494592	0.0	0.0	0.0	2.65062	0.70519273	500.0	0.0	
563.0	1.0411	0.0009	0.0096	0.0	0.0	0.0	0.0507	0.0	0.0009	1.494519	0.0	0.0	0.0	2.654278	0.70375521	500.0	0.0	
565.0	1.0373	0.0006	0.0099	0.0	0.0	0.0	0.047	0.0	0.0006	1.494446	0.0	0.0	0.0	2.654201	0.70210548	500.0	0.0	
567.0	1.0355	0.0007	0.0086	0.0	0.0	0.0	0.0444	0.0	0.0007	1.494372	0.0	0.0	0.0	2.649167	0.70083033	500.0	0.0	
569.0	1.033	0.0002	0.0081	0.0	0.0	0.0	0.0406	0.0	0.0002	1.494307	0.0	0.0	0.0	2.643549	0.69913925	500.0	0.0	
571.0	1.0258	0.0001	0.007	0.0	0.0	0.0	0.0327	0.0	0.0001	1.494245	0.0	0.0	0.0	2.634638	0.69718605	500.0	0.0	
573.0	1.0201	0.0001	0.0089	0.0	0.0	0.0	0.0287	0.0	0.0001	1.49419	0.0	0.0	0.0	2.620946	0.69561217	500.0	0.0	
575.0	1.0198	0.0	0.0079	0.0	0.0	0.0	0.0272	0.0	0.0	1.494135	0.0	0.0	0.0	2.606317	0.69389005	500.0	0.0	
577.0	1.0189	0.0	0.0075	0.0	0.0	0.0	0.0262	0.0	0.0	1.49408	0.0	0.0	0.0	2.590292	0.69172229	500.0	0.0	
579.0	1.0148	0.0	0.0073	0.0	0.0	0.0	0.0219	0.0	0.0	1.494025	0.0	0.0	0.0	2.569716	0.69009991	500.0	0.0	
581.0	1.0089	0.0	0.0093	0.0	0.0	0.0	0.0179	0.0	0.0	1.49397	0.0	0.0	0.0	2.548166	0.68864842	500.0	0.0	
583.0	1.0085	0.0	0.008	0.0	0.0	0.0	0.0164	0.0	0.0	1.493915	0.0	0.0	0.0	2.528555	0.68638884	500.0	0.0	
585.0	1.0067	0.0	0.008	0.0	0.0	0.0	0.0144	0.0	0.0	1.493861	0.0	0.0	0.0	2.504858	0.68480861	500.0	0.0	
587.0	1.0048	0.0	0.0095	0.0	0.0	0.0	0.0142	0.0	0.0	1.493806	0.0	0.0	0.0	2.478874	0.68406251	500.0	0.0	
589.0	1.0021	0.0	0.0096	0.0	0.0	0.0	0.0117	0.0	0.0	1.493751	0.0	0.0	0.0	2.457172	0.6824634	500.0	0.0	
591.0	0.9994	0.0	0.0103	0.0	0.0	0.0	0.0096	0.0	0.0	1.493696	0.0	0.0	0.0	2.433907	0.68116934	500.0	0.0	
593.0	1.0029	0.0	0.0064	0.0	0.0	0.0	0.0092	0.0	0.0	1.493641	0.0	0.0	0.0	2.408876	0.6806226	500.0	0.0	
595.0	1.0007	0.0	0.0081	0.0	0.0	0.0	0.0088	0.0	0.0	1.493586	0.0	0.0	0.0	2.387335	0.67985234	500.0	0.0	
597.0	0.9994	0.0	0.0083	0.0	0.0	0.0	0.0076	0.0	0.0	1.493531	0.0	0.0	0.0	2.367684	0.67879459	500.0	0.0	
599.0	1.0003	0.0	0.0072	0.0	0.0	0.0	0.0073	0.0	0.0	1.493476	0.0	0.0	0.0	2.346687	0.67842396	500.0	0.0	
601.0	0.9966	0.0	0.0098	0.0	0.0	0.0	0.0063	0.0	0.0	1.493421	0.0	0.0	0.0	2.326805	0.67854709	500.0	0.0	
603.0	0.9988	0.0	0.0076	0.0	0.0	0.0	0.0063	0.0	0.0	1.493367	0.0	0.0	0.0	2.311819	0.67792218	500.0	0.0	
605.0	0.9969	0.0	0.0088	0.0	0.0	0.0	0.0057	0.0	0.0	1.493312	0.0	0.0	0.0	2.295767	0.67781424	500.0	0.0	
