Sim 3

Light Normalized Radiosity: 91.84976%
Light Absorptance (heat generated by Stokes shift, Quantum Yield, non-fluorescent particles, and medium ): 7.14228%
Light Transmittance: 1.00796%
Stokes Shift Absorptance (converted to heat): 0.80895%
Quantum Yield Absorptance (converted to heat): 1.20085%
Total Fluorescent Absorptance (absorptance of photons by fluorescent particles): 5.99789%
Fluorescent Absorptance (converted to fluorescent emission): 3.98855%
Reflectance by Fluorescent Emission: 3.89554%
Non-Fluorescent Particles and Medium Absorptance (converted to heat): 5.13302%

Note: In the column headers below, the number in parentheses indicates the layer number for each attenuation coefficient (e.g., mu_s(1), mu_med(1), mu_a(1), mu_af(1) for layer 1)
Note: The units are based on micrometer
Wavelength	Normalized Radiosity	Absorptance	Transmittance	Stokes Shift Absorptance	Quantum Yield Absorptance	Total Fluorescent Absorptance	Reflectance (via fluorescent emission)	Fluorescent Absorptance	Non-Fluorescent Particles/Medium Absorptance	n_medium(1)	k_medium(1)	mu_a(non-fluorescent)(1)	mu_a(medium)(1)	mu_s(1)	g(1)	Thickness(1)	mu_a(fluorescent)1(1)
607.0	0.996	0.0	0.0084	0.0	0.0	0.0	0.0044	0.0	0.0	1.493257	0.0	0.0	0.0	2.27851	0.67856087	500.0	0.0	
609.0	0.9976	0.0	0.0072	0.0	0.0	0.0	0.0048	0.0	0.0	1.493202	0.0	0.0	0.0	2.26569	0.67891228	500.0	0.0	
611.0	0.9946	0.0	0.0085	0.0	0.0	0.0	0.0031	0.0	0.0	1.493147	0.0	0.0	0.0	2.255491	0.67883046	500.0	0.0	
613.0	0.9937	0.0	0.0099	0.0	0.0	0.0	0.0035	0.0	0.0	1.493101	0.0	0.0	0.0	2.244081	0.67939902	500.0	0.0	
615.0	0.993	0.0	0.0097	0.0	0.0	0.0	0.0026	0.0	0.0	1.493058	0.0	0.0	0.0	2.232612	0.68070601	500.0	0.0	
617.0	0.9923	0.0	0.0105	0.0	0.0	0.0	0.0027	0.0	0.0	1.493022	0.0	0.0	0.0	2.225912	0.68123307	500.0	0.0	
619.0	0.9924	0.0	0.0098	0.0	0.0	0.0	0.0022	0.0	0.0	1.492985	0.0	0.0	0.0	2.219089	0.68189831	500.0	0.0	
621.0	0.9935	0.0	0.0079	0.0	0.0	0.0	0.0014	0.0	0.0	1.492948	0.0	0.0	0.0	2.211298	0.6831283	500.0	0.0	
623.0	0.9933	0.0	0.0084	0.0	0.0	0.0	0.0017	0.0	0.0	1.492907	0.0	0.0	0.0	2.205574	0.68444622	500.0	0.0	
625.0	0.9909	0.0	0.0107	0.0	0.0	0.0	0.0016	0.0	0.0	1.49286	0.0	0.0	0.0	2.203758	0.68498743	500.0	0.0	
627.0	0.9923	0.0	0.0092	0.0	0.0	0.0	0.0015	0.0	0.0	1.492808	0.0	0.0	0.0	2.200293	0.68601424	500.0	0.0	
629.0	0.9924	0.0	0.0092	0.0	0.0	0.0	0.0017	0.0	0.0	1.492753	0.0	0.0	0.0	2.195122	0.68777619	500.0	0.0	
631.0	0.9909	0.0	0.0102	0.0	0.0	0.0	0.0011	0.0	0.0	1.492698	0.0	0.0	0.0	2.193282	0.68914441	500.0	0.0	
633.0	0.992	0.0	0.0091	0.0	0.0	0.0	0.0012	0.0	0.0	1.492644	0.0	0.0	0.0	2.194561	0.68975085	500.0	0.0	
635.0	0.9926	0.0	0.0086	0.0	0.0	0.0	0.0013	0.0	0.0	1.492599	0.0	0.0	0.0	2.193782	0.6909066	500.0	0.0	
637.0	0.9925	0.0	0.0084	0.0	0.0	0.0	0.0008	0.0	0.0	1.492556	0.0	0.0	0.0	2.190663	0.69294795	500.0	0.0	
639.0	0.9914	0.0	0.0097	0.0	0.0	0.0	0.0011	0.0	0.0	1.492519	0.0	0.0	0.0	2.191284	0.69433892	500.0	0.0	
641.0	0.9928	0.0	0.0082	0.0	0.0	0.0	0.0009	0.0	0.0	1.492483	0.0	0.0	0.0	2.194437	0.69500719	500.0	0.0	
643.0	0.9901	0.0	0.0104	0.0	0.0	0.0	0.0004	0.0	0.0	1.492446	0.0	0.0	0.0	2.195441	0.69619188	500.0	0.0	
645.0	0.9914	0.0	0.0086	0.0	0.0	0.0	0.0	0.0	0.0	1.492409	0.0	0.0	0.0	2.193851	0.69826723	500.0	0.0	
647.0	0.9906	0.0	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	1.492373	0.0	0.0	0.0	2.195814	0.69964374	500.0	0.0	
649.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.492336	0.0	0.0	0.0	2.200151	0.70028417	500.0	0.0	
651.0	0.9897	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	1.4923	0.0	0.0	0.0	2.202152	0.70141438	500.0	0.0	
653.0	0.991	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	1.492263	0.0	0.0	0.0	2.201451	0.70335399	500.0	0.0	
655.0	0.9907	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	1.492226	0.0	0.0	0.0	2.203748	0.70471367	500.0	0.0	
657.0	0.9897	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	1.49219	0.0	0.0	0.0	2.208462	0.70532612	500.0	0.0	
659.0	0.9901	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	1.492153	0.0	0.0	0.0	2.210763	0.70633916	500.0	0.0	
661.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.492117	0.0	0.0	0.0	2.210651	0.70794229	500.0	0.0	
663.0	0.9911	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	1.49208	0.0	0.0	0.0	2.212317	0.70930141	500.0	0.0	
665.0	0.9907	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	1.492043	0.0	0.0	0.0	2.216323	0.70995724	500.0	0.0	
667.0	0.9916	0.0	0.0084	0.0	0.0	0.0	0.0	0.0	0.0	1.492007	0.0	0.0	0.0	2.218739	0.71068732	500.0	0.0	
669.0	0.9914	0.0	0.0086	0.0	0.0	0.0	0.0	0.0	0.0	1.49197	0.0	0.0	0.0	2.21918	0.71178858	500.0	0.0	
671.0	0.9882	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.491934	0.0	0.0	0.0	2.219081	0.71324605	500.0	0.0	
673.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.491897	0.0	0.0	0.0	2.221395	0.71397464	500.0	0.0	
675.0	0.9908	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	1.491861	0.0	0.0	0.0	2.224091	0.71424469	500.0	0.0	
677.0	0.9897	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	1.491824	0.0	0.0	0.0	2.22456	0.71488187	500.0	0.0	
679.0	0.9901	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	1.491787	0.0	0.0	0.0	2.221944	0.71636747	500.0	0.0	
681.0	0.99	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.491751	0.0	0.0	0.0	2.221878	0.71717072	500.0	0.0	
683.0	0.9889	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	1.491714	0.0	0.0	0.0	2.223451	0.71730349	500.0	0.0	
685.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.491678	0.0	0.0	0.0	2.222627	0.71766986	500.0	0.0	
687.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.491642	0.0	0.0	0.0	2.219423	0.71845263	500.0	0.0	
689.0	0.99	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.491607	0.0	0.0	0.0	2.215998	0.71943669	500.0	0.0	
691.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.491584	0.0	0.0	0.0	2.214434	0.7197501	500.0	0.0	
693.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.491566	0.0	0.0	0.0	2.213185	0.71956622	500.0	0.0	
695.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.491547	0.0	0.0	0.0	2.209432	0.7197329	500.0	0.0	
697.0	0.9912	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0	1.491529	0.0	0.0	0.0	2.202403	0.72065687	500.0	0.0	
699.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.491506	0.0	0.0	0.0	2.197115	0.72114692	500.0	0.0	
701.0	0.9895	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	1.491481	0.0	0.0	0.0	2.193252	0.72101683	500.0	0.0	
703.0	0.9905	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0	1.491448	0.0	0.0	0.0	2.188381	0.72066571	500.0	0.0	
705.0	0.9902	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	1.491412	0.0	0.0	0.0	2.181359	0.72059064	500.0	0.0	
707.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.491375	0.0	0.0	0.0	2.171487	0.72129749	500.0	0.0	
709.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.491338	0.0	0.0	0.0	2.163659	0.72139163	500.0	0.0	
711.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.49131	0.0	0.0	0.0	2.157055	0.72088875	500.0	0.0	
713.0	0.9902	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	1.491285	0.0	0.0	0.0	2.148843	0.72032193	500.0	0.0	
715.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.491264	0.0	0.0	0.0	2.138581	0.72001828	500.0	0.0	
717.0	0.9889	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	1.491246	0.0	0.0	0.0	2.126033	0.72040934	500.0	0.0	
719.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.491228	0.0	0.0	0.0	2.115511	0.72018325	500.0	0.0	
721.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.491209	0.0	0.0	0.0	2.106196	0.71938108	500.0	0.0	
723.0	0.9892	0.0	0.0108	0.0	0.0	0.0	0.0	0.0	0.0	1.491191	0.0	0.0	0.0	2.095462	0.71850047	500.0	0.0	
725.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.491173	0.0	0.0	0.0	2.082838	0.71787105	500.0	0.0	
727.0	0.9903	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	1.491155	0.0	0.0	0.0	2.067959	0.71795484	500.0	0.0	
729.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.491136	0.0	0.0	0.0	2.055142	0.71747432	500.0	0.0	
731.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.491116	0.0	0.0	0.0	2.043677	0.71643532	500.0	0.0	
733.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.491091	0.0	0.0	0.0	2.031546	0.71517034	500.0	0.0	
735.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.491063	0.0	0.0	0.0	2.017683	0.71414575	500.0	0.0	
737.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.491026	0.0	0.0	0.0	2.001337	0.71386754	500.0	0.0	
739.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.49099	0.0	0.0	0.0	1.986844	0.71321853	500.0	0.0	
741.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.490953	0.0	0.0	0.0	1.973966	0.71202619	500.0	0.0	
743.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.490917	0.0	0.0	0.0	1.961491	0.71041971	500.0	0.0	
745.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.490895	0.0	0.0	0.0	1.947311	0.70904763	500.0	0.0	
747.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.490872	0.0	0.0	0.0	1.930957	0.708229	500.0	0.0	
749.0	0.9882	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.490853	0.0	0.0	0.0	1.915255	0.70754238	500.0	0.0	
751.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.490835	0.0	0.0	0.0	1.901523	0.70630483	500.0	0.0	
753.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.490817	0.0	0.0	0.0	1.889097	0.70456988	500.0	0.0	
755.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.490798	0.0	0.0	0.0	1.875698	0.70282425	500.0	0.0	
757.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.49078	0.0	0.0	0.0	1.861007	0.70135262	500.0	0.0	
759.0	0.9902	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	1.490762	0.0	0.0	0.0	1.84478	0.70059375	500.0	0.0	
761.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.490744	0.0	0.0	0.0	1.830694	0.69944476	500.0	0.0	
763.0	0.9902	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	1.490725	0.0	0.0	0.0	1.81832	0.6978043	500.0	0.0	
765.0	0.9885	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	1.490707	0.0	0.0	0.0	1.80664	0.69577647	500.0	0.0	
767.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.490689	0.0	0.0	0.0	1.793752	0.69392423	500.0	0.0	
769.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.49067	0.0	0.0	0.0	1.779281	0.69253928	500.0	0.0	
771.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.490652	0.0	0.0	0.0	1.764815	0.69158894	500.0	0.0	
773.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.490634	0.0	0.0	0.0	1.752492	0.69018481	500.0	0.0	
775.0	0.9897	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	1.490615	0.0	0.0	0.0	1.741732	0.68833203	500.0	0.0	
777.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.490597	0.0	0.0	0.0	1.731202	0.68621011	500.0	0.0	
779.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.490579	0.0	0.0	0.0	1.719593	0.68428994	500.0	0.0	
781.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.490561	0.0	0.0	0.0	1.706329	0.68295049	500.0	0.0	
783.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.490542	0.0	0.0	0.0	1.693713	0.68188467	500.0	0.0	
785.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.490524	0.0	0.0	0.0	1.683116	0.68039952	500.0	0.0	
787.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.490506	0.0	0.0	0.0	1.673949	0.67850474	500.0	0.0	
789.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.490487	0.0	0.0	0.0	1.664944	0.67637861	500.0	0.0	
791.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.490469	0.0	0.0	0.0	1.654922	0.67444349	500.0	0.0	
793.0	0.9857	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	1.490451	0.0	0.0	0.0	1.643357	0.67307265	500.0	0.0	
795.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.490433	0.0	0.0	0.0	1.632286	0.672033	500.0	0.0	
797.0	0.9883	0.0	0.0117	0.0	0.0	0.0	0.0	0.0	0.0	1.490414	0.0	0.0	0.0	1.623153	0.67063069	500.0	0.0	
799.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.490396	0.0	0.0	0.0	1.615415	0.66884979	500.0	0.0	
801.0	0.9901	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	1.490378	0.0	0.0	0.0	1.608054	0.66679737	500.0	0.0	
803.0	0.9885	0.0	0.0115	0.0	0.0	0.0	0.0	0.0	0.0	1.490359	0.0	0.0	0.0	1.599762	0.66487211	500.0	0.0	
805.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490341	0.0	0.0	0.0	1.590112	0.66338274	500.0	0.0	
807.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.490323	0.0	0.0	0.0	1.580199	0.66242653	500.0	0.0	
809.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.490304	0.0	0.0	0.0	1.5721	0.66123286	500.0	0.0	
811.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.490286	0.0	0.0	0.0	1.56545	0.65969764	500.0	0.0	
813.0	0.9889	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	1.490268	0.0	0.0	0.0	1.559559	0.65784953	500.0	0.0	
815.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.49025	0.0	0.0	0.0	1.55304	0.65598297	500.0	0.0	
817.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.490231	0.0	0.0	0.0	1.545455	0.65436872	500.0	0.0	
819.0	0.99	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.490213	0.0	0.0	0.0	1.536632	0.65339005	500.0	0.0	
821.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.490195	0.0	0.0	0.0	1.529044	0.65247495	500.0	0.0	
823.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.490176	0.0	0.0	0.0	1.523013	0.65126278	500.0	0.0	
825.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.490158	0.0	0.0	0.0	1.518064	0.6497452	500.0	0.0	
827.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.49014	0.0	0.0	0.0	1.513222	0.64802736	500.0	0.0	
829.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.490122	0.0	0.0	0.0	1.507496	0.64641074	500.0	0.0	
831.0	0.9881	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	1.490103	0.0	0.0	0.0	1.500468	0.64518982	500.0	0.0	
833.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.490085	0.0	0.0	0.0	1.493036	0.64448592	500.0	0.0	
835.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.490067	0.0	0.0	0.0	1.487089	0.64367212	500.0	0.0	
837.0	0.9896	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	1.490048	0.0	0.0	0.0	1.482441	0.64258043	500.0	0.0	
839.0	0.988	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	1.490031	0.0	0.0	0.0	1.478596	0.64121104	500.0	0.0	
841.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.490013	0.0	0.0	0.0	1.474535	0.63970568	500.0	0.0	
843.0	0.988	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.469534	0.63832777	500.0	0.0	
845.0	0.9867	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.463166	0.63739628	500.0	0.0	
847.0	0.9902	0.0	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.456744	0.63689102	500.0	0.0	
849.0	0.9848	0.0	0.0152	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.451707	0.63627499	500.0	0.0	
851.0	0.9883	0.0	0.0117	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.0	0.0	0.0	1.44783	0.6354135	500.0	0.0	
853.0	0.9881	0.0	0.0119	0.0	0.0	0.0	0.0	0.0	0.0	1.489995	0.0	0.0	0.0	1.44466	0.6342993	500.0	0.0	
855.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.48998	0.0	0.0	0.0	1.441309	0.63304549	500.0	0.0	
857.0	0.9859	0.0	0.0141	0.0	0.0	0.0	0.0	0.0	0.0	1.489965	0.0	0.0	0.0	1.43706	0.63188622	500.0	0.0	
859.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.489947	0.0	0.0	0.0	1.431566	0.63111064	500.0	0.0	
861.0	0.9863	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	1.489929	0.0	0.0	0.0	1.425815	0.63077603	500.0	0.0	
863.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.489911	0.0	0.0	0.0	1.421259	0.63040681	500.0	0.0	
865.0	0.9865	0.0	0.0135	0.0	0.0	0.0	0.0	0.0	0.0	1.489892	0.0	0.0	0.0	1.417823	0.62982747	500.0	0.0	
867.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.489874	0.0	0.0	0.0	1.415099	0.62901841	500.0	0.0	
869.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.489856	0.0	0.0	0.0	1.412376	0.62803851	500.0	0.0	
871.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.489837	0.0	0.0	0.0	1.408895	0.62708114	500.0	0.0	
873.0	0.9867	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	1.489823	0.0	0.0	0.0	1.40427	0.6263846	500.0	0.0	
875.0	0.9863	0.0	0.0137	0.0	0.0	0.0	0.0	0.0	0.0	1.489811	0.0	0.0	0.0	1.398855	0.62616312	500.0	0.0	
877.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.394218	0.62607524	500.0	0.0	
879.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.390659	0.62583868	500.0	0.0	
881.0	0.9886	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	1.4898	0.0	0.0	0.0	1.387905	0.62539592	500.0	0.0	
883.0	0.9905	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0	1.489798	0.0	0.0	0.0	1.385479	0.62475011	500.0	0.0	
885.0	0.9872	0.0	0.0128	0.0	0.0	0.0	0.0	0.0	0.0	1.489794	0.0	0.0	0.0	1.382638	0.62401338	500.0	0.0	
887.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.48979	0.0	0.0	0.0	1.378893	0.62337613	500.0	0.0	
889.0	0.9852	0.0	0.0148	0.0	0.0	0.0	0.0	0.0	0.0	1.489773	0.0	0.0	0.0	1.374075	0.62309594	500.0	0.0	
891.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.489754	0.0	0.0	0.0	1.369127	0.6231837	500.0	0.0	
893.0	0.989	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	1.489737	0.0	0.0	0.0	1.365126	0.62328632	500.0	0.0	
895.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.48972	0.0	0.0	0.0	1.362052	0.62323672	500.0	0.0	
897.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.489703	0.0	0.0	0.0	1.359584	0.6229973	500.0	0.0	
899.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.357166	0.62258565	500.0	0.0	
901.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.354192	0.62211358	500.0	0.0	
903.0	0.9883	0.0	0.0117	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.350283	0.62175959	500.0	0.0	
905.0	0.9867	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.34538	0.62175968	500.0	0.0	
907.0	0.9849	0.0	0.0151	0.0	0.0	0.0	0.0	0.0	0.0	1.4897	0.0	0.0	0.0	1.340518	0.62206246	500.0	0.0	
909.0	0.9882	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.489688	0.0	0.0	0.0	1.336568	0.62236617	500.0	0.0	
911.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.489671	0.0	0.0	0.0	1.333458	0.62253433	500.0	0.0	
913.0	0.9858	0.0	0.0142	0.0	0.0	0.0	0.0	0.0	0.0	1.489653	0.0	0.0	0.0	1.330874	0.62253231	500.0	0.0	
915.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.489635	0.0	0.0	0.0	1.328371	0.62236766	500.0	0.0	
917.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.489617	0.0	0.0	0.0	1.325372	0.62213168	500.0	0.0	
919.0	0.9889	0.0	0.0111	0.0	0.0	0.0	0.0	0.0	0.0	1.489598	0.0	0.0	0.0	1.321504	0.62198045	500.0	0.0	
921.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.48958	0.0	0.0	0.0	1.316668	0.62212749	500.0	0.0	
923.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.489562	0.0	0.0	0.0	1.311675	0.62258577	500.0	0.0	
925.0	0.987	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	1.489543	0.0	0.0	0.0	1.307394	0.62309948	500.0	0.0	
927.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.489525	0.0	0.0	0.0	1.303888	0.62350794	500.0	0.0	
929.0	0.9862	0.0	0.0138	0.0	0.0	0.0	0.0	0.0	0.0	1.489509	0.0	0.0	0.0	1.300916	0.62376191	500.0	0.0	
931.0	0.9869	0.0	0.0131	0.0	0.0	0.0	0.0	0.0	0.0	1.489506	0.0	0.0	0.0	1.2981	0.62385658	500.0	0.0	
933.0	0.9882	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.489502	0.0	0.0	0.0	1.294976	0.62384066	500.0	0.0	
935.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.4895	0.0	0.0	0.0	1.291137	0.62383451	500.0	0.0	
937.0	0.9855	0.0	0.0145	0.0	0.0	0.0	0.0	0.0	0.0	1.4895	0.0	0.0	0.0	1.286364	0.62401886	500.0	0.0	
939.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.4895	0.0	0.0	0.0	1.281024	0.62452434	500.0	0.0	
941.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.489489	0.0	0.0	0.0	1.276067	0.62520054	500.0	0.0	
943.0	0.9849	0.0	0.0151	0.0	0.0	0.0	0.0	0.0	0.0	1.489475	0.0	0.0	0.0	1.271841	0.62584614	500.0	0.0	
945.0	0.9864	0.0	0.0136	0.0	0.0	0.0	0.0	0.0	0.0	1.48946	0.0	0.0	0.0	1.26823	0.62636914	500.0	0.0	
