Sim 2

Light Normalized Radiosity: 89.71102%
Light Absorptance (heat generated by Stokes shift, Quantum Yield, non-fluorescent particles, and medium ): 9.95062%
Light Transmittance: 0.33836%
Stokes Shift Absorptance (converted to heat): 3.54452%
Quantum Yield Absorptance (converted to heat): 6.40605%
Total Fluorescent Absorptance (absorptance of photons by fluorescent particles): 30.03404%
Fluorescent Absorptance (converted to fluorescent emission): 20.62649%
Reflectance by Fluorescent Emission: 16.19455%
Non-Fluorescent Particles and Medium Absorptance (converted to heat): 5e-05%

Note: In the column headers below, the number in parentheses indicates the layer number for each attenuation coefficient (e.g., mu_s(1), mu_med(1), mu_a(1), mu_af(1) for layer 1)
Note: The units are based on micrometer
Wavelength	Normalized Radiosity	Absorptance	Transmittance	Stokes Shift Absorptance	Quantum Yield Absorptance	Total Fluorescent Absorptance	Reflectance (via fluorescent emission)	Fluorescent Absorptance	Non-Fluorescent Particles/Medium Absorptance	n_medium(1)	k_medium(1)	mu_a(non-fluorescent)(1)	mu_a(medium)(1)	mu_s(1)	g(1)	Thickness(1)	mu_a(fluorescent)1(1)	mu_a(fluorescent)2(1)
455.0	0.4472	0.125	0.0	0.0562	0.0723	0.5528	0.0	0.3749	0.0	1.500041	0.0	0.0	0.0	8.480664	0.8403607	500.0	0.015504	0.022245	
460.0	0.4366	0.1267	0.0	0.0559	0.0738	0.5633	0.0	0.3862	0.0	1.499675	0.0	0.0	0.0	8.320526	0.83883995	500.0	0.016996	0.021364	
465.0	0.4399	0.1183	0.0	0.053	0.0683	0.5601	0.0	0.3925	0.0	1.499309	0.0	0.0	0.0	8.15205	0.83735134	500.0	0.018187	0.02148	
470.0	0.4275	0.121	0.0	0.0522	0.0713	0.5725	0.0	0.4043	0.0	1.498943	0.0	0.0	0.0	7.985755	0.83574598	500.0	0.020611	0.021785	
475.0	0.4201	0.1151	0.0	0.0505	0.0674	0.5798	0.0	0.4175	0.0	1.498618	0.0	0.0	0.0	7.817969	0.83415675	500.0	0.021534	0.02124	
480.0	0.4258	0.1133	0.0	0.0477	0.0687	0.5742	0.0	0.4158	0.0	1.498298	0.0	0.0	0.0	7.649651	0.83251192	500.0	0.022201	0.020028	
485.0	0.4248	0.1081	0.0	0.0465	0.0644	0.5752	0.0	0.4251	0.0	1.49801	0.0	0.0	0.0	7.485596	0.83083861	500.0	0.024504	0.018744	
490.0	0.4163	0.1026	0.0	0.0459	0.0595	0.5837	0.0	0.4404	0.0	1.497735	0.0	0.0	0.0	7.32577	0.8291648	500.0	0.025784	0.017461	
495.0	0.4173	0.1036	0.0	0.0443	0.0617	0.5827	0.0	0.4421	0.0	1.497461	0.0	0.0	0.0	7.172665	0.82748074	500.0	0.02734	0.016409	
500.0	0.4117	0.0911	0.0	0.0425	0.0509	0.5883	0.0	0.4612	0.0	1.497186	0.0	0.0	0.0	7.025312	0.82586005	500.0	0.027932	0.015614	
505.0	0.4175	0.0896	0.0	0.038	0.0536	0.5825	0.0	0.4586	0.0	1.496912	0.0	0.0	0.0	6.887933	0.82427119	500.0	0.029388	0.014696	
510.0	0.4187	0.0912	0.0	0.0379	0.055	0.5814	0.0	0.4599	0.0	1.496637	0.0	0.0	0.0	6.757	0.82280041	500.0	0.030228	0.013878	
515.0	0.4053	0.0867	0.0	0.0369	0.0516	0.5947	0.0	0.4796	0.0	1.496369	0.0	0.0	0.0	6.631827	0.82142018	500.0	0.03169	0.013048	
520.0	0.3992	0.0836	0.0	0.0345	0.0508	0.6008	0.0	0.4906	0.0	1.49614	0.0	0.0	0.0	6.512019	0.82017852	500.0	0.032672	0.012249	
525.0	0.405	0.0792	0.0	0.0318	0.0487	0.595	0.0	0.4923	0.0	1.495918	0.0	0.0	0.0	6.399115	0.81902487	500.0	0.033377	0.011446	
530.0	0.3981	0.076	0.0	0.0297	0.0476	0.6018	0.0	0.5038	0.0	1.495726	0.0	0.0	0.0	6.28935	0.81798912	500.0	0.03359	0.010625	
535.0	0.5248	0.1963	0.0	0.0635	0.1367	0.6854	0.1209	0.5036	0.0	1.495544	0.0	0.0	0.0	6.182586	0.81704218	500.0	0.033728	0.009768	
540.0	0.6342	0.2918	0.0	0.0938	0.2031	0.7558	0.2303	0.5116	0.0	1.495361	0.0	0.0	0.0	6.079085	0.81616903	500.0	0.033184	0.008906	
545.0	0.7424	0.4003	0.0	0.1226	0.2828	0.8348	0.3376	0.5165	0.0	1.495178	0.0	0.0	0.0	5.978695	0.81533197	500.0	0.032974	0.008027	
550.0	0.8753	0.4844	0.0	0.1505	0.338	0.8799	0.4596	0.5113	0.0	1.494995	0.0	0.0	0.0	5.878516	0.81455349	500.0	0.03194	0.007124	
555.0	0.9457	0.519	0.0	0.1679	0.3529	0.8999	0.5338	0.521	0.0	1.494812	0.0	0.0	0.0	5.778978	0.81375309	500.0	0.031929	0.006292	
560.0	1.0039	0.5482	0.0	0.1775	0.3707	0.9172	0.5889	0.5255	0.0	1.494629	0.0	0.0	0.0	5.679814	0.81292776	500.0	0.030842	0.005575	
565.0	1.0263	0.5284	0.0	0.1749	0.3512	0.9014	0.6104	0.5335	0.0	1.494446	0.0	0.0	0.0	5.583342	0.81199271	500.0	0.030289	0.004983	
570.0	1.0353	0.5218	0.0	0.1676	0.3472	0.8864	0.6083	0.5274	0.0	1.494272	0.0	0.0	0.0	5.486614	0.8109951	500.0	0.028637	0.004399	
575.0	1.0891	0.495	0.0	0.1587	0.3292	0.8383	0.6329	0.5023	0.0	1.494135	0.0	0.0	0.0	5.391526	0.81000087	500.0	0.024914	0.003781	
580.0	1.1217	0.4416	0.0	0.1372	0.2951	0.7855	0.6433	0.4879	0.0	1.493998	0.0	0.0	0.0	5.297563	0.80889762	500.0	0.020982	0.003124	
585.0	1.2098	0.3885	0.0	0.113	0.2638	0.7108	0.6876	0.4493	0.0	1.493861	0.0	0.0	0.0	5.204254	0.80774358	500.0	0.01494	0.002415	
590.0	1.3298	0.3601	0.0	0.0946	0.2519	0.6526	0.758	0.4057	0.0	1.493723	0.0	0.0	0.0	5.115767	0.80601758	500.0	0.00995	0.001941	
595.0	1.4316	0.3115	0.0	0.0751	0.2229	0.5621	0.7968	0.3465	0.0	1.493586	0.0	0.0	0.0	5.022659	0.80435239	500.0	0.006417	0.001481	
600.0	1.7652	0.1523	0.0001	0.045	0.1035	0.3389	1.0111	0.2425	0.0	1.493449	0.0	0.0	0.0	4.930686	0.80281684	500.0	0.002691	9e-05	
605.0	1.8302	0.1055	0.0002	0.0288	0.0738	0.2576	1.0216	0.1909	0.0	1.493312	0.0	0.0	0.0	4.838659	0.80075924	500.0	0.001514	0.0	
610.0	1.726	0.0871	0.0001	0.0219	0.0614	0.24	0.911	0.1871	0.0	1.493174	0.0	0.0	0.0	4.744321	0.79863544	500.0	0.00127	0.0	
615.0	1.581	0.0758	0.0	0.0172	0.0549	0.2273	0.7614	0.1821	0.0	1.493059	0.0	0.0	0.0	4.657352	0.79589461	500.0	0.001234	0.0	
620.0	1.4583	0.0657	0.0003	0.0157	0.0472	0.2217	0.6406	0.1859	0.0	1.492967	0.0	0.0	0.0	4.5672	0.79337507	500.0	0.001212	0.0	
625.0	1.4198	0.0526	0.0	0.0115	0.0379	0.1946	0.5827	0.1685	0.0	1.492847	0.0	0.0	0.0	4.47623	0.79101267	500.0	0.00099	0.0	
630.0	1.3316	0.0444	0.0	0.0104	0.0313	0.1879	0.496	0.1689	0.0	1.492723	0.0	0.0	0.0	4.39812	0.78735728	500.0	0.00102	0.0	
635.0	1.2541	0.0367	0.0001	0.0079	0.0264	0.1824	0.4152	0.1701	0.0	1.492612	0.0	0.0	0.0	4.315755	0.78434005	500.0	0.000997	0.0	
640.0	1.2163	0.0276	0.0	0.0051	0.0202	0.1612	0.3624	0.1552	0.0	1.492507	0.0	0.0	0.0	4.230315	0.78171142	500.0	0.000777	0.0	
645.0	1.1747	0.0234	0.0	0.003	0.0178	0.1581	0.3192	0.1555	0.0	1.492409	0.0	0.0	0.0	4.159115	0.77762737	500.0	0.00078	0.0	
650.0	1.1502	0.0225	0.0001	0.0033	0.017	0.1448	0.2837	0.1424	0.0	1.492318	0.0	0.0	0.0	4.083687	0.77428039	500.0	0.000738	0.0	
655.0	1.1466	0.0195	0.0	0.002	0.0158	0.1313	0.2683	0.1297	0.0	1.492226	0.0	0.0	0.0	4.006734	0.77125126	500.0	0.000575	0.0	
660.0	1.1007	0.0185	0.0001	0.0012	0.0149	0.1304	0.2215	0.1311	0.0	1.492135	0.0	0.0	0.0	3.94178	0.76725361	500.0	0.00054	0.0	
665.0	1.085	0.0147	0.0	0.0008	0.012	0.1275	0.2047	0.1316	0.0	1.492043	0.0	0.0	0.0	3.873122	0.76364995	500.0	0.000485	0.0	
670.0	1.0926	0.0122	0.0	0.0	0.0103	0.1136	0.1996	0.1185	0.0	1.491952	0.0	0.0	0.0	3.806478	0.76021767	500.0	0.000385	0.0	
675.0	1.093	0.0126	0.0001	-0.0004	0.0107	0.1044	0.191	0.1085	0.0	1.491861	0.0	0.0	0.0	3.743603	0.75695342	500.0	0.000318	0.0	
680.0	1.0865	0.0096	0.0002	-0.0008	0.0088	0.097	0.1788	0.1029	0.0	1.491769	0.0	0.0	0.0	3.686057	0.7527135	500.0	0.00027	0.0	
685.0	1.1057	0.0093	0.0003	-0.0003	0.0079	0.0843	0.1854	0.0899	0.0	1.491678	0.0	0.0	0.0	3.628255	0.74917338	500.0	0.000207	0.0	
690.0	1.1349	0.0075	0.0006	-0.0002	0.0063	0.0676	0.1982	0.0724	0.0	1.491612	0.0	0.0	0.0	3.566892	0.74652861	500.0	0.000122	0.0	
695.0	1.1615	0.0063	0.0005	0.0	0.0052	0.0456	0.204	0.0484	0.0	1.491552	0.0	0.0	0.0	3.51664	0.74283514	500.0	6.6e-05	0.0	
700.0	1.1719	0.0036	0.0023	-0.0002	0.0031	0.0306	0.2013	0.033	0.0	1.491481	0.0	0.0	0.0	3.462339	0.73968036	500.0	3.1e-05	0.0	
705.0	1.1154	0.0011	0.0083	-0.0001	0.001	0.0175	0.1352	0.02	0.0	1.491404	0.0	0.0	0.0	3.408347	0.73711749	500.0	1e-05	0.0	
710.0	0.992	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	1.491334	0.0	0.0	0.0	3.357088	0.73472096	500.0	0.0	0.0	
715.0	0.9938	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	1.491275	0.0	0.0	0.0	3.313294	0.73117111	500.0	0.0	0.0	
720.0	0.993	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	1.491219	0.0	0.0	0.0	3.265103	0.72864017	500.0	0.0	0.0	
725.0	0.994	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	1.491173	0.0	0.0	0.0	3.214213	0.72711808	500.0	0.0	0.0	
730.0	0.9938	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	1.491125	0.0	0.0	0.0	3.169321	0.72527185	500.0	0.0	0.0	
735.0	0.9938	0.0	0.0062	0.0	0.0	0.0	0.0	0.0	0.0	1.491047	0.0	0.0	0.0	3.129568	0.72249618	500.0	0.0	0.0	
740.0	0.9927	0.0	0.0073	0.0	0.0	0.0	0.0	0.0	0.0	1.49097	0.0	0.0	0.0	3.08594	0.72061236	500.0	0.0	0.0	
745.0	0.9934	0.0	0.0066	0.0	0.0	0.0	0.0	0.0	0.0	1.490908	0.0	0.0	0.0	3.039089	0.71983417	500.0	0.0	0.0	
750.0	0.9934	0.0	0.0066	0.0	0.0	0.0	0.0	0.0	0.0	1.490848	0.0	0.0	0.0	2.997218	0.71869438	500.0	0.0	0.0	
755.0	0.9923	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	1.490798	0.0	0.0	0.0	2.960833	0.716686	500.0	0.0	0.0	
760.0	0.9923	0.0	0.0077	0.0	0.0	0.0	0.0	0.0	0.0	1.490753	0.0	0.0	0.0	2.919413	0.71536283	500.0	0.0	0.0	
765.0	0.9913	0.0	0.0087	0.0	0.0	0.0	0.0	0.0	0.0	1.490707	0.0	0.0	0.0	2.875745	0.71511428	500.0	0.0	0.0	
770.0	0.9931	0.0	0.0069	0.0	0.0	0.0	0.0	0.0	0.0	1.490661	0.0	0.0	0.0	2.83423	0.71471159	500.0	0.0	0.0	
775.0	0.9916	0.0	0.0084	0.0	0.0	0.0	0.0	0.0	0.0	1.490615	0.0	0.0	0.0	2.79951	0.71359711	500.0	0.0	0.0	
780.0	0.9905	0.0	0.0095	0.0	0.0	0.0	0.0	0.0	0.0	1.49057	0.0	0.0	0.0	2.761259	0.71241568	500.0	0.0	0.0	
785.0	0.9919	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	1.490524	0.0	0.0	0.0	2.721332	0.71203297	500.0	0.0	0.0	
790.0	0.9913	0.0	0.0087	0.0	0.0	0.0	0.0	0.0	0.0	1.490478	0.0	0.0	0.0	2.680858	0.71224871	500.0	0.0	0.0	
795.0	0.9933	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	1.490433	0.0	0.0	0.0	2.644694	0.71183534	500.0	0.0	0.0	
800.0	0.9922	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	1.490387	0.0	0.0	0.0	2.609733	0.71133863	500.0	0.0	0.0	
805.0	0.9911	0.0	0.0089	0.0	0.0	0.0	0.0	0.0	0.0	1.490341	0.0	0.0	0.0	2.571917	0.71065389	500.0	0.0	0.0	
810.0	0.9913	0.0	0.0087	0.0	0.0	0.0	0.0	0.0	0.0	1.490295	0.0	0.0	0.0	2.532131	0.71095611	500.0	0.0	0.0	
815.0	0.993	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	1.49025	0.0	0.0	0.0	2.493602	0.71138596	500.0	0.0	0.0	
820.0	0.9907	0.0	0.0093	0.0	0.0	0.0	0.0	0.0	0.0	1.490204	0.0	0.0	0.0	2.458944	0.71131899	500.0	0.0	0.0	
825.0	0.9915	0.0	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	1.490158	0.0	0.0	0.0	2.426602	0.71049338	500.0	0.0	0.0	
830.0	0.9921	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.0	1.490112	0.0	0.0	0.0	2.390383	0.70980111	500.0	0.0	0.0	
835.0	0.99	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	1.490067	0.0	0.0	0.0	2.351932	0.71011663	500.0	0.0	0.0	
840.0	0.9904	0.0	0.0096	0.0	0.0	0.0	0.0	0.0	0.0	1.490028	0.0	0.0	0.0	2.315263	0.71050244	500.0	0.0	0.0	
845.0	0.9916	0.0	0.0084	0.0	0.0	0.0	0.0	0.0	0.0	1.490014	0.0	0.0	0.0	2.281303	0.7104298	500.0	0.0	0.0	
850.0	0.9904	0.0	0.0096	0.0	0.0	0.0	0.0	0.0	0.0	1.489999	0.0	0.0	0.0	2.250144	0.70976701	500.0	0.0	0.0	
855.0	0.9888	0.0	0.0112	0.0	0.0	0.0	0.0	0.0	0.0	1.489967	0.0	0.0	0.0	2.216726	0.70867166	500.0	0.0	0.0	
860.0	0.9906	0.0	0.0094	0.0	0.0	0.0	0.0	0.0	0.0	1.489936	0.0	0.0	0.0	2.181013	0.70822772	500.0	0.0	0.0	
865.0	0.9903	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	1.489892	0.0	0.0	0.0	2.145384	0.70864235	500.0	0.0	0.0	
870.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.489846	0.0	0.0	0.0	2.112217	0.70854305	500.0	0.0	0.0	
875.0	0.9896	0.0	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	1.489822	0.0	0.0	0.0	2.082591	0.70788306	500.0	0.0	0.0	
880.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.489807	0.0	0.0	0.0	2.05518	0.70602411	500.0	0.0	0.0	
885.0	0.9897	0.0	0.0103	0.0	0.0	0.0	0.0	0.0	0.0	1.489785	0.0	0.0	0.0	2.022556	0.70489969	500.0	0.0	0.0	
890.0	0.9903	0.0	0.0097	0.0	0.0	0.0	0.0	0.0	0.0	1.489753	0.0	0.0	0.0	1.988541	0.70444767	500.0	0.0	0.0	
895.0	0.9882	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	1.489727	0.0	0.0	0.0	1.958314	0.70361861	500.0	0.0	0.0	
900.0	0.9871	0.0	0.0129	0.0	0.0	0.0	0.0	0.0	0.0	1.489713	0.0	0.0	0.0	1.927673	0.70332443	500.0	0.0	0.0	
905.0	0.9884	0.0	0.0116	0.0	0.0	0.0	0.0	0.0	0.0	1.489697	0.0	0.0	0.0	1.900417	0.70239265	500.0	0.0	0.0	
910.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.489665	0.0	0.0	0.0	1.876723	0.69976652	500.0	0.0	0.0	
915.0	0.9891	0.0	0.0109	0.0	0.0	0.0	0.0	0.0	0.0	1.489634	0.0	0.0	0.0	1.847406	0.69820102	500.0	0.0	0.0	
920.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.489589	0.0	0.0	0.0	1.817007	0.69708517	500.0	0.0	0.0	
925.0	0.9899	0.0	0.0101	0.0	0.0	0.0	0.0	0.0	0.0	1.489543	0.0	0.0	0.0	1.789494	0.69594716	500.0	0.0	0.0	
930.0	0.9901	0.0	0.0099	0.0	0.0	0.0	0.0	0.0	0.0	1.489521	0.0	0.0	0.0	1.762113	0.69512327	500.0	0.0	0.0	
935.0	0.9878	0.0	0.0122	0.0	0.0	0.0	0.0	0.0	0.0	1.489506	0.0	0.0	0.0	1.738097	0.6935767	500.0	0.0	0.0	
940.0	0.9893	0.0	0.0107	0.0	0.0	0.0	0.0	0.0	0.0	1.489483	0.0	0.0	0.0	1.716521	0.69124558	500.0	0.0	0.0	
945.0	0.9884	0.0	0.0116	0.0	0.0	0.0	0.0	0.0	0.0	1.489451	0.0	0.0	0.0	1.693081	0.68859394	500.0	0.0	0.0	
950.0	0.9887	0.0	0.0113	0.0	0.0	0.0	0.0	0.0	0.0	1.489426	0.0	0.0	0.0	1.667838	0.68607448	500.0	0.0	0.0	
955.0	0.9876	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	1.489412	0.0	0.0	0.0	1.641641	0.68458924	500.0	0.0	0.0	
960.0	0.9866	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	1.4894	0.0	0.0	0.0	1.618187	0.68279895	500.0	0.0	0.0	
965.0	0.9879	0.0	0.0121	0.0	0.0	0.0	0.0	0.0	0.0	1.4894	0.0	0.0	0.0	1.597604	0.68035136	500.0	0.0	0.0	
970.0	0.9875	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	1.4894	0.0	0.0	0.0	1.575763	0.67906699	500.0	0.0	0.0	
975.0	0.9894	0.0	0.0106	0.0	0.0	0.0	0.0	0.0	0.0	1.489369	0.0	0.0	0.0	1.55862	0.67586184	500.0	0.0	0.0	
980.0	0.9873	0.0	0.0127	0.0	0.0	0.0	0.0	0.0	0.0	1.489337	0.0	0.0	0.0	1.538053	0.67293544	500.0	0.0	0.0	
985.0	0.9877	0.0	0.0123	0.0	0.0	0.0	0.0	0.0	0.0	1.48932	0.0	0.0	0.0	1.516324	0.66983421	500.0	0.0	0.0	
990.0	0.9898	0.0	0.0102	0.0	0.0	0.0	0.0	0.0	0.0	1.489305	0.0	0.0	0.0	1.49401	0.66764206	500.0	0.0	0.0	
995.0	0.9874	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	1.489281	0.0	0.0	0.0	1.474796	0.6649512	500.0	0.0	0.0	

Input file:
mc
output:multiple_fluor_pigments_example
particle1:bsr_red.txt
particle2:cals_red.txt
particle3:y2o3.txt
matrix1:acrylic.txt
mesh:1
light:am15.txt
emit1:bsr_emis.txt
excit_start_end1:312,900
emit2:cals_emis.txt
excit_start_end2:312,900
qy1:bsr_qy.txt
qy2:cals_qy.txt
photons:10000
start:310
end:1000
interval:5
number_of_sims_uncertainty:30

sim:2
upper:1
lower:1
layer1
matrix1
t:500
particle1
fluor:1
d:5
vf:10
std:0.0
particle2
fluor:1
d:10
vf:10
std:0.0
particle3
fluor:0
d:0.4
vf:50
std:0.0
